,index,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,content_rating,user_id_rating,rating_diff_content_user_id,"['user_id', 'part']_rating","rating_diff_content_['user_id', 'part']",user_id_rating_bin,content_rating_bin,predict,target,diff_target
6945,6945,6498074088,1283420,1700,0,1312,1,1.0,23666.0,True,1700,1700,1,3,74 38 102,-1,,1194,1708,-514,1670,-521,17,11,,,
6946,6946,6498074088,1283420,1701,0,1312,0,1.0,23666.0,True,1701,1700,0,3,82 38 102,-1,,1229,1709,-480,1671,-489,17,12,,,
6947,6947,6498230522,1283420,1980,0,1313,0,0.0,27333.0,True,1980,1979,1,3,161 38 81,-1,,1606,1710,-104,1672,-120,17,16,,,
6948,6948,6498230522,1283420,1981,0,1313,1,1.0,27333.0,True,1981,1979,1,3,82 38 81,-1,,1331,1700,-369,1662,-375,17,13,,,
6949,6949,6498230522,1283420,1979,0,1313,2,1.0,27333.0,True,1979,1979,2,3,106 38 81,-1,,1327,1701,-374,1663,-380,17,13,,,
6950,6950,6498408273,1283420,1556,0,1314,0,1.0,32333.0,True,1556,1556,0,3,74 162 38 81,-1,,1416,1703,-287,1665,-299,17,14,,,
6951,6951,6498408273,1283420,1558,0,1314,0,0.0,32333.0,True,1558,1556,3,3,82 38 81,-1,,1461,1705,-244,1667,-260,17,14,,,
6952,6952,6498408273,1283420,1557,0,1314,1,1.0,32333.0,True,1557,1556,1,3,106 38 81,-1,,1526,1693,-167,1655,-184,16,15,,,
6953,6953,6498530653,1283420,2448,0,1315,0,1.0,26666.0,True,2448,2446,0,3,157 38 29,-1,,1194,1698,-504,1659,-517,16,11,,,
6954,6954,6498530653,1283420,2447,0,1315,3,1.0,26666.0,True,2447,2446,3,3,106 38 29,-1,,1162,1698,-536,1660,-548,16,11,,,
6955,6955,6498530653,1283420,2446,0,1315,1,1.0,26666.0,True,2446,2446,1,3,74 38 29,-1,,1279,1699,-420,1660,-434,16,12,,,
6956,6956,6498620947,1283420,1760,0,1316,1,1.0,22666.0,True,1760,1760,1,3,74 162 92 29 102,-1,,1523,1700,-177,1661,-185,17,15,,,
6957,6957,6498620947,1283420,1761,0,1316,1,1.0,22666.0,True,1761,1760,1,3,74 92 29 102,-1,,1427,1704,-277,1665,-286,17,14,,,
6958,6958,6498620947,1283420,1762,0,1316,0,1.0,22666.0,True,1762,1760,0,3,157 92 29 102,-1,,1260,1707,-447,1668,-455,17,12,,,
6959,6959,6498940739,1283420,2945,0,1317,1,1.0,24666.0,True,2945,2943,1,4,157 12 162 81,-1,,1606,1708,-102,1605,-56,17,16,,,
6960,6960,6498940739,1283420,2944,0,1317,1,1.0,24666.0,True,2944,2943,1,4,74 12 162 81,-1,,1521,1713,-192,1612,-148,17,15,,,
6961,6961,6498940739,1283420,2943,0,1317,3,1.0,24666.0,True,2943,2943,3,4,106 12 162 81,-1,,1440,1717,-277,1616,-227,17,14,,,
6962,6962,6499073945,1283420,3472,0,1318,1,1.0,26333.0,True,3472,3471,1,4,136 144 162 81,-1,,1296,1719,-423,1619,-375,17,12,,,
6963,6963,6499073945,1283420,3473,0,1318,2,1.0,26333.0,True,3473,3471,2,4,136 144 162 81,-1,,1720,1721,-1,1621,35,17,17,,,
6964,6964,6499073945,1283420,3471,0,1318,0,1.0,26333.0,True,3471,3471,0,4,106 144 162 81,-1,,1402,1728,-326,1629,-283,17,14,,,
6965,6965,6499308422,1283420,10128,0,1319,3,1.0,25666.0,True,10128,10127,3,4,136 67 102,-1,,1436,1730,-294,1632,-250,17,14,,,
6966,6966,6499308422,1283420,10127,0,1319,3,1.0,25666.0,True,10127,10127,3,4,106 67 102,-1,,1249,1732,-483,1635,-436,17,12,,,
6967,6967,6499308422,1283420,10129,0,1319,0,1.0,25666.0,True,10129,10127,0,4,82 67 102,-1,,1441,1733,-292,1636,-247,17,14,,,
6968,6968,6499547469,1283420,2908,0,1320,2,1.0,28666.0,True,2908,2907,2,4,136 171 162 38,-1,,1448,1736,-288,1639,-257,17,14,,,
6969,6969,6499547469,1283420,2907,0,1320,0,0.0,28666.0,True,2907,2907,1,4,74 171 162 38,-1,,1599,1738,-139,1641,-117,17,15,,,
6970,6970,6499547469,1283420,2909,0,1320,1,0.0,28666.0,True,2909,2907,3,4,157 171 162 38,-1,,1422,1728,-306,1631,-275,17,14,,,
6971,6971,6499681250,1283420,2576,0,1321,0,0.0,29666.0,True,2576,2575,3,4,136 103 102,-1,,1480,1715,-235,1619,-194,17,14,,,
6972,6972,6499681250,1283420,2577,0,1321,3,1.0,29666.0,True,2577,2575,3,4,161 103 102,-1,,1267,1703,-436,1608,-390,17,12,,,
6973,6973,6499681250,1283420,2575,0,1321,2,1.0,29666.0,True,2575,2575,2,4,106 103 102,-1,,1697,1704,-7,1609,29,17,16,,,
6974,6974,6499790429,1283420,3344,0,1322,3,1.0,25000.0,True,3344,3342,3,4,136 67 38,-1,,1392,1711,-319,1617,-287,17,13,,,
6975,6975,6499790429,1283420,3343,0,1322,3,1.0,25000.0,True,3343,3342,3,4,161 67 38,-1,,1452,1714,-262,1620,-230,17,14,,,
6976,6976,6499790429,1283420,3342,0,1322,3,1.0,25000.0,True,3342,3342,3,4,74 67 38,-1,,1602,1716,-114,1623,-89,17,16,,,
6977,6977,6499939701,1283420,3105,0,1323,1,1.0,23000.0,True,3105,3105,1,4,74 126 29,-1,,1171,1721,-550,1628,-524,17,11,,,
6978,6978,6499939701,1283420,3106,0,1323,1,0.0,23000.0,True,3106,3105,2,4,136 126 29,-1,,1591,1722,-131,1629,-111,17,15,,,
6979,6979,6499939701,1283420,3107,0,1323,3,1.0,23000.0,True,3107,3105,3,4,136 126 29,-1,,1236,1712,-476,1619,-451,17,12,,,
6980,6980,6500100176,1283420,2667,0,1324,2,0.0,32000.0,True,2667,2665,1,4,82 158 102,-1,,1417,1713,-296,1620,-271,17,14,,,
6981,6981,6500100176,1283420,2665,0,1324,3,0.0,32000.0,True,2665,2665,0,4,106 158 102,-1,,1543,1700,-157,1608,-141,17,15,,,
6982,6982,6500100176,1283420,2666,0,1324,3,1.0,32000.0,True,2666,2665,3,4,136 158 102,-1,,1354,1689,-335,1598,-309,16,13,,,
6983,6983,6500253281,1283420,2592,0,1325,0,1.0,31666.0,True,2592,2590,0,4,157 171 162 92,-1,,1257,1691,-434,1600,-401,16,12,,,
6984,6984,6500253281,1283420,2591,0,1325,1,1.0,31666.0,True,2591,2590,1,4,161 171 162 92,-1,,1629,1692,-63,1601,-42,16,16,,,
6985,6985,6500253281,1283420,2590,0,1325,2,1.0,31666.0,True,2590,2590,2,4,74 171 162 92,-1,,1177,1699,-522,1608,-486,16,11,,,
6986,6986,6500394479,1283420,3306,0,1326,2,1.0,33000.0,True,3306,3306,2,4,74 12 92,-1,,1331,1699,-368,1609,-339,16,13,,,
6987,6987,6500394479,1283420,3308,0,1326,3,1.0,33000.0,True,3308,3306,3,4,82 12 92,-1,,1642,1701,-59,1610,-41,17,16,,,
6988,6988,6500394479,1283420,3307,0,1326,1,1.0,33000.0,True,3307,3306,1,4,82 12 92,-1,,1108,1707,-599,1617,-563,17,11,,,
6989,6989,6501150175,1283420,2180,0,1327,3,1.0,25333.0,True,2180,2180,3,3,106 92 102,-1,,1580,1708,-128,1669,-139,17,15,,,
6990,6990,6501150175,1283420,2181,0,1327,1,1.0,25333.0,True,2181,2180,1,3,74 92 102,-1,,1017,1712,-695,1673,-698,17,10,,,
6991,6991,6501243235,1283420,1985,0,1328,0,1.0,24666.0,True,1985,1985,0,3,82 81 92,-1,,1281,1713,-432,1673,-447,17,12,,,
6992,6992,6501243235,1283420,1986,0,1328,1,0.0,24666.0,True,1986,1985,3,3,136 81 92,-1,,1535,1714,-179,1675,-192,17,15,,,
6993,6993,6501243235,1283420,1987,0,1328,3,1.0,24666.0,True,1987,1985,3,3,82 81 92,-1,,1660,1703,-43,1663,-56,17,16,,,
6994,6994,6501380486,1283420,1874,0,1329,1,0.0,24333.0,True,1874,1874,2,3,74 81 92,-1,,1612,1709,-97,1670,-112,17,16,,,
6995,6995,6501380486,1283420,1875,0,1329,1,1.0,24333.0,True,1875,1874,1,3,136 81 92,-1,,1515,1700,-185,1660,-196,17,15,,,
6996,6996,6501380486,1283420,1876,0,1329,1,1.0,24333.0,True,1876,1874,1,3,161 81 92,-1,,1505,1704,-199,1663,-209,17,15,,,
6997,6997,6501477578,1283420,2015,0,1330,1,1.0,35666.0,True,2015,2015,1,3,106 81 92,-1,,1448,1707,-259,1667,-271,17,14,,,
6998,6998,6501477578,1283420,2016,0,1330,3,1.0,35666.0,True,2016,2015,3,3,136 81 92,-1,,1376,1710,-334,1669,-343,17,13,,,
6999,6999,6501477578,1283420,2017,0,1330,0,1.0,35666.0,True,2017,2015,0,3,161 81 92,-1,,1323,1712,-389,1671,-397,17,13,,,
7000,7000,6501566547,1283420,1801,0,1331,2,1.0,25333.0,True,1801,1799,2,3,82 81 92,-1,,1131,1713,-582,1673,-582,17,11,,,
7001,7001,6501566547,1283420,1800,0,1331,0,1.0,25333.0,True,1800,1799,0,3,74 81 92,-1,,1267,1714,-447,1673,-449,17,12,,,
7002,7002,6501566547,1283420,1799,0,1331,0,1.0,25333.0,True,1799,1799,0,3,106 162 81 92,-1,,1262,1715,-453,1674,-455,17,12,,,
7003,7003,6549280194,1283420,4998,0,1332,3,0.0,26000.0,True,4998,4998,1,5,26,-1,,1703,1716,-13,1555,124,17,17,,,
7004,7004,6549458046,1283420,3645,0,1333,3,0.0,8000.0,True,3645,3645,2,5,73,-1,,1590,1708,-118,1550,26,17,15,,,
7005,7005,6549613456,1283420,5562,0,1334,0,0.0,30000.0,True,5562,5562,2,5,53,-1,,1717,1698,19,1543,143,16,17,,,
7006,7006,6549690246,1283420,9443,0,1335,1,1.0,26000.0,True,9443,9443,1,5,53,-1,,1130,1691,-561,1539,-419,16,11,,,
7007,7007,6549756110,1283420,3965,0,1336,0,0.0,9000.0,True,3965,3965,2,5,60,-1,,1685,1692,-7,1540,118,16,16,,,
7008,7008,6549841751,1283420,6649,0,1337,2,1.0,30000.0,True,6649,6649,2,5,60,-1,,1701,1684,17,1535,147,16,17,,,
7009,7009,6549926205,1283420,3961,0,1338,0,1.0,35000.0,True,3961,3961,0,5,174,-1,,1412,1692,-280,1545,-151,16,14,,,
7010,7010,6550036809,1283420,8565,0,1339,0,1.0,20000.0,True,8565,8565,0,5,53,-1,,1464,1694,-230,1550,-95,16,14,,,
7011,7011,6550223756,1283420,6674,0,1340,0,0.0,45000.0,True,6674,6674,3,5,66,-1,,1590,1698,-108,1555,9,16,15,,,
7012,7012,6550434590,1283420,4854,0,1341,3,1.0,69000.0,True,4854,4854,3,5,109,-1,,1562,1688,-126,1548,-2,16,15,,,
7013,7013,6550548954,1283420,5011,0,1342,0,1.0,51000.0,True,5011,5011,0,5,60,-1,,1616,1693,-77,1555,42,16,16,,,
7014,7014,6550676487,1283420,9217,0,1343,1,1.0,29000.0,True,9217,9217,1,5,134,-1,,1500,1699,-199,1564,-84,16,15,,,
7015,7015,6550866330,1283420,4758,0,1344,3,0.0,37000.0,True,4758,4758,2,5,73,-1,,1606,1702,-96,1570,18,17,16,,,
7016,7016,6550943870,1283420,4026,0,1345,3,1.0,76000.0,True,4026,4026,3,5,48,-1,,1525,1693,-168,1562,-54,16,15,,,
7017,7017,6550973486,1283420,4021,0,1346,3,1.0,28000.0,True,4021,4021,3,5,147,-1,,1374,1697,-323,1569,-211,16,13,,,
7018,7018,6552393113,1283420,8005,0,1347,2,1.0,12000.0,True,8005,8005,2,5,55,-1,,1240,1699,-459,1572,-347,16,12,,,
7019,7019,6552472577,1283420,6111,0,1348,0,0.0,15000.0,True,6111,6111,1,5,53,-1,,1481,1700,-219,1574,-98,17,14,,,
7020,7020,6552573398,1283420,5362,0,1349,2,1.0,45000.0,True,5362,5362,2,5,109,-1,,1534,1688,-154,1564,-59,16,15,,,
7021,7021,6552720483,1283420,6477,0,1350,1,1.0,14000.0,True,6477,6477,1,5,173,-1,,1749,1693,56,1571,152,16,17,,,
7022,7022,6552806946,1283420,9185,0,1351,2,0.0,65000.0,True,9185,9185,0,5,96,-1,,1443,1701,-258,1581,-152,17,14,,,
7023,7023,6552883263,1283420,6091,0,1352,1,1.0,48000.0,True,6091,6091,1,5,45,-1,,1469,1689,-220,1571,-112,16,14,,,
7024,7024,6552986359,1283420,5455,0,1353,0,0.0,31000.0,True,5455,5455,1,5,125,-1,,1647,1692,-45,1576,53,16,16,,,
7025,7025,6553129193,1283420,6104,0,1354,0,0.0,34000.0,True,6104,6104,1,5,53,-1,,1595,1684,-89,1569,10,16,15,,,
7026,7026,6553311200,1283420,9951,0,1355,2,0.0,36000.0,True,9951,9951,0,5,73,-1,,1635,1674,-39,1562,55,16,16,,,
7027,7027,6553398350,1283420,8216,0,1356,0,0.0,80000.0,True,8216,8216,1,5,4,-1,,1517,1666,-149,1556,-54,16,15,,,
7028,7028,6553477264,1283420,5960,0,1357,1,0.0,21000.0,True,5960,5960,2,5,133,-1,,1732,1656,76,1547,161,16,17,,,
7029,7029,6553610006,1283420,5350,0,1358,1,0.0,14000.0,True,5350,5350,2,5,179,-1,,1544,1650,-106,1543,-15,16,15,,,
7030,7030,6553682495,1283420,8783,0,1359,1,1.0,59000.0,True,8783,8783,1,5,45,-1,,1282,1640,-358,1535,-270,16,12,,,
7031,7031,6553735709,1283420,6475,0,1360,2,1.0,9000.0,True,6475,6475,2,5,64,-1,,1587,1642,-55,1538,33,16,15,,,
7032,7032,6553837698,1283420,4737,0,1361,3,0.0,31000.0,True,4737,4737,1,5,73,-1,,1718,1648,70,1546,157,16,17,,,
7033,7033,6553899203,1283420,6255,0,1362,0,1.0,68000.0,True,6255,6255,0,5,134,-1,,1613,1642,-29,1542,46,16,16,,,
7034,7034,6553939791,1283420,9674,0,1363,0,1.0,30000.0,True,9674,9674,0,5,96,-1,,1464,1649,-185,1550,-102,16,14,,,
7035,7035,6554072513,1283420,3727,0,1364,2,0.0,12000.0,True,3727,3727,1,5,60,-1,,1626,1653,-27,1555,43,16,16,,,
7036,7036,6554182447,1283420,5588,0,1365,3,1.0,54000.0,True,5588,5588,3,5,181,-1,,1621,1645,-24,1549,60,16,16,,,
7037,7037,6554277026,1283420,3968,0,1366,1,0.0,42000.0,True,3968,3968,2,5,1,-1,,1472,1652,-180,1558,-93,16,14,,,
7038,7038,6554423843,1283420,26516,1,1367,-1,,,False,65535,-1,-1,5,,1,concept,-1,-1,0,-1,0,-1,-1,,,
7039,7039,6554435162,1283420,3968,0,1368,2,1.0,57000.0,True,3968,3968,2,5,1,-1,,1472,1641,-169,1548,-83,16,14,,,
7040,7040,6554467192,1283420,3899,0,1369,1,1.0,6000.0,True,3899,3899,1,5,1,-1,,1683,1645,38,1554,102,16,16,,,
7041,7041,6554487770,1283420,19178,1,1370,-1,,,False,65535,-1,-1,5,,133,solving question,-1,-1,0,-1,0,-1,-1,,,
7042,7042,6554554914,1283420,4190,0,1371,3,1.0,22000.0,True,4190,4190,3,5,133,-1,,1645,1653,-8,1564,59,16,16,,,
7043,7043,6554662278,1283420,5389,0,1372,0,1.0,21000.0,True,5389,5389,0,5,133,-1,,1666,1660,6,1572,77,16,16,,,
7044,7044,7668707753,1283420,10601,0,1374,2,1.0,26000.0,True,10601,10601,2,1,131 111 92,-1,,1325,1668,-343,1653,-329,16,13,,,
7045,7045,7668735466,1283420,10515,0,1375,1,1.0,23000.0,True,10515,10515,1,1,10 164 81,-1,,970,1670,-700,1655,-686,16,9,,,
7046,7046,7668766567,1283420,10577,0,1376,3,1.0,20000.0,True,10577,10577,3,1,131 99 81,-1,,1299,1670,-371,1655,-362,16,12,,,
7047,7047,7668798126,1283420,10630,0,1377,2,1.0,20000.0,True,10630,10630,2,1,131 5 29,-1,,899,1672,-773,1657,-755,16,8,,,
7048,7048,7668840052,1283420,10465,0,1378,3,1.0,20000.0,True,10465,10465,3,1,9 10 38,-1,,1104,1672,-568,1657,-560,16,11,,,
7049,7049,7668911758,1283420,10387,0,1379,1,0.0,23000.0,True,10387,10387,3,1,131 99 81,-1,,1500,1672,-172,1657,-178,16,15,,,
7050,7050,7674747537,1283420,546,0,1380,1,1.0,21000.0,True,546,546,1,2,69 2 107 162 38 29,-1,,1079,1661,-582,1679,-607,16,10,,,
7051,7051,7674792368,1283420,1365,0,1381,3,1.0,16000.0,True,1365,1365,3,2,90 100 81 92,-1,,1349,1662,-313,1680,-339,16,13,,,
7052,7052,7674838456,1283420,1321,0,1382,3,1.0,22000.0,True,1321,1321,3,2,137 88 92 102,-1,,1300,1664,-364,1682,-407,16,13,,,
7053,7053,7674890446,1283420,204,0,1383,1,1.0,20000.0,True,204,204,1,2,137 142 38 102,-1,,1365,1666,-301,1683,-328,16,13,,,
7054,7054,7674932851,1283420,1096,0,1384,0,1.0,22000.0,True,1096,1096,0,2,41 17 162 38 92,-1,,1214,1668,-454,1685,-490,16,12,,,
7055,7055,7674974705,1283420,817,0,1385,1,1.0,16000.0,True,817,817,1,2,17 56 38 29,-1,,1292,1669,-377,1686,-393,16,12,,,
7056,7056,7675012124,1283420,703,0,1386,0,1.0,18000.0,True,703,703,0,2,138 41 38 92,-1,,1237,1671,-434,1687,-467,16,12,,,
7057,7057,7675071304,1283420,380,0,1387,1,1.0,16000.0,True,380,380,1,2,90 100 38 92,-1,,1005,1672,-667,1688,-700,16,10,,,
7058,7058,7675140349,1283420,798,0,1388,1,0.0,17000.0,True,798,798,0,2,143 176 92 102,-1,,1377,1672,-295,1689,-349,16,13,,,
7059,7059,7675178825,1283420,1085,0,1389,0,1.0,22000.0,True,1085,1085,0,2,148 32 162 81 92,-1,,1275,1659,-384,1675,-417,16,12,,,
7060,7060,7675205826,1283420,399,0,1390,0,1.0,17000.0,True,399,399,0,2,17 56 92 102,-1,,1252,1661,-409,1677,-422,16,12,,,
7061,7061,7675257636,1283420,1052,0,1391,0,1.0,15000.0,True,1052,1052,0,2,138 41 92 102,-1,,1300,1662,-362,1678,-403,16,13,,,
7062,7062,7675314690,1283420,541,0,1392,3,1.0,21000.0,True,541,541,3,2,62 90 142 81 29,-1,,1258,1664,-406,1679,-427,16,12,,,
7063,7063,7675364711,1283420,1276,0,1393,1,1.0,22000.0,True,1276,1276,1,2,143 30 92 29,-1,,1344,1665,-321,1680,-357,16,13,,,
7064,7064,7675409708,1283420,924,0,1394,1,1.0,23000.0,True,924,924,1,2,143 71 81 92,-1,,1449,1667,-218,1682,-265,16,14,,,
7065,7065,7675446132,1283420,564,0,1395,0,1.0,16000.0,True,564,564,0,2,148 32 81 29,-1,,1356,1670,-314,1685,-343,16,13,,,
7066,7066,7675512581,1283420,821,0,1396,3,0.0,17000.0,True,821,821,0,2,2 107 38 92,-1,,1511,1673,-162,1687,-195,16,15,,,
7067,7067,7675568156,1283420,1067,0,1397,1,1.0,20000.0,True,1067,1067,1,2,129 2 56 162 38 92,-1,,1111,1662,-551,1675,-567,16,11,,,
7068,7068,7675593358,1283420,496,0,1398,0,1.0,17000.0,True,496,496,0,2,2 107 92 29,-1,,1326,1662,-336,1676,-358,16,13,,,
7069,7069,7675648026,1283420,1015,0,1399,0,1.0,17000.0,True,1015,1015,0,2,2 107 38 102,-1,,1344,1664,-320,1677,-351,16,13,,,
7070,7070,7676097777,1283420,2287,0,1400,2,1.0,19000.0,True,2287,2287,2,3,106 38 81,-1,,1342,1666,-324,1675,-386,16,13,,,
7071,7071,7676097777,1283420,2289,0,1400,2,1.0,19000.0,True,2289,2287,2,3,82 38 81,-1,,1436,1668,-232,1677,-296,16,14,,,
7072,7072,7676097777,1283420,2288,0,1400,3,1.0,19000.0,True,2288,2287,3,3,113 38 81,-1,,1344,1671,-327,1679,-388,16,13,,,
7073,7073,7676210636,1283420,2281,0,1401,3,1.0,31000.0,True,2281,2281,3,3,74 92 29,-1,,1286,1673,-387,1680,-441,16,12,,,
7074,7074,7676210636,1283420,2282,0,1401,2,1.0,31000.0,True,2282,2281,2,3,136 92 29,-1,,1132,1675,-543,1682,-596,16,11,,,
7075,7075,7676210636,1283420,2283,0,1401,3,1.0,31000.0,True,2283,2281,3,3,113 92 29,-1,,1379,1676,-297,1682,-350,16,13,,,
7076,7076,7676324483,1283420,1618,0,1402,0,1.0,24333.0,True,1618,1616,0,3,157 38 29,-1,,1315,1678,-363,1684,-422,16,13,,,
7077,7077,7676324483,1283420,1617,0,1402,0,1.0,24333.0,True,1617,1616,0,3,161 162 38 29,-1,,1282,1680,-398,1685,-455,16,12,,,
7078,7078,7676324483,1283420,1616,0,1402,1,1.0,24333.0,True,1616,1616,1,3,106 38 29,-1,,1609,1681,-72,1686,-138,16,16,,,
7079,7079,7676441080,1283420,2196,0,1403,0,1.0,29333.0,True,2196,2194,0,3,113 38 102,-1,,1452,1687,-235,1691,-301,16,14,,,
7080,7080,7676441080,1283420,2195,0,1403,2,0.0,29333.0,True,2195,2194,3,3,136 38 102,-1,,1385,1690,-305,1693,-369,16,13,,,
7081,7081,7676441080,1283420,2194,0,1403,0,1.0,29333.0,True,2194,2194,0,3,136 38 102,-1,,1266,1677,-411,1680,-472,16,12,,,
7082,7082,7676593897,1283420,2436,0,1404,2,1.0,27333.0,True,2436,2434,2,3,157 92 29,-1,,1439,1678,-239,1681,-282,16,14,,,
7083,7083,7676593897,1283420,2435,0,1404,1,0.0,27333.0,True,2435,2434,0,3,82 92 29,-1,,1400,1681,-281,1683,-323,16,14,,,
7084,7084,7676593897,1283420,2434,0,1404,1,1.0,27333.0,True,2434,2434,1,3,74 92 29,-1,,1414,1669,-255,1670,-295,16,14,,,
7085,7085,7676726690,1283420,1722,0,1405,1,1.0,33333.0,True,1722,1721,1,3,113 38 29,-1,,1445,1672,-227,1672,-286,16,14,,,
7086,7086,7676726690,1283420,1723,0,1405,1,1.0,33333.0,True,1723,1721,1,3,157 38 29,-1,,1243,1675,-432,1675,-489,16,12,,,
7087,7087,7676726690,1283420,1721,0,1405,2,1.0,33333.0,True,1721,1721,2,3,74 38 29,-1,,1230,1676,-446,1676,-503,16,12,,,
7088,7088,7676860022,1283420,2394,0,1406,3,0.0,29333.0,True,2394,2392,1,3,82 92 102,-1,,1273,1677,-404,1676,-445,16,12,,,
7089,7089,7676860022,1283420,2393,0,1406,3,1.0,29333.0,True,2393,2392,3,3,136 92 102,-1,,1129,1664,-535,1662,-576,16,11,,,
7090,7090,7676860022,1283420,2392,0,1406,1,0.0,29333.0,True,2392,2392,2,3,74 92 102,-1,,1637,1664,-27,1663,-77,16,16,,,
7091,7091,7677050228,1283420,1849,0,1407,0,1.0,27333.0,True,1849,1847,0,3,113 38 81,-1,,1525,1656,-131,1654,-181,16,15,,,
7092,7092,7677050228,1283420,1848,0,1407,2,1.0,27333.0,True,1848,1847,2,3,136 38 81,-1,,1323,1661,-338,1658,-385,16,13,,,
7093,7093,7677050228,1283420,1847,0,1407,1,1.0,27333.0,True,1847,1847,1,3,106 38 81,-1,,1152,1663,-511,1659,-557,16,11,,,
7094,7094,7677266334,1283420,2207,0,1408,0,0.0,26000.0,True,2207,2206,3,3,136 81 92,-1,,1394,1664,-270,1660,-322,16,13,,,
7095,7095,7677266334,1283420,2208,0,1408,1,1.0,26000.0,True,2208,2206,1,3,157 162 81 92,-1,,1505,1651,-146,1647,-201,16,15,,,
7096,7096,7677266334,1283420,2206,0,1408,0,0.0,26000.0,True,2206,2206,2,3,82 81 92,-1,,1447,1656,-209,1650,-263,16,14,,,
7097,7097,7677675087,1283420,14059,1,1410,-1,,,False,65535,-1,-1,3,,82,solving question,-1,-1,0,-1,0,-1,-1,,,
7098,7098,7677802833,1283420,2388,0,1411,0,0.0,33333.0,True,2388,2386,2,3,157 38 81 92,-1,,1533,1644,-111,1638,-156,16,15,,,
7099,7099,7677802833,1283420,2386,0,1411,0,1.0,33333.0,True,2386,2386,0,3,82 38 81 92,-1,,1705,1634,71,1627,25,16,17,,,
7100,7100,7677802833,1283420,2387,0,1411,3,0.0,33333.0,True,2387,2386,2,3,161 38 81 92,-1,,1287,1643,-356,1635,-396,16,12,,,
7101,7101,7677892504,1283420,2422,0,1409,0,1.0,36333.0,True,2422,2422,0,3,106 162 38 81,-1,,1400,1630,-230,1622,-271,16,14,,,
7102,7102,7677892504,1283420,2424,0,1409,0,1.0,36333.0,True,2424,2422,0,3,136 38 81,-1,,1096,1633,-537,1624,-571,16,10,,,
7103,7103,7677892504,1283420,2423,0,1409,2,1.0,36333.0,True,2423,2422,2,3,136 38 81,-1,,1290,1634,-344,1625,-382,16,12,,,
7104,7104,7678483531,1283420,10726,0,1412,0,0.0,23000.0,True,10726,10725,3,4,74 92 3,-1,,1619,1636,-17,1618,-62,16,16,,,
7105,7105,7678483531,1283420,10727,0,1412,1,1.0,23000.0,True,10727,10725,1,4,82 92 3,-1,,1803,1628,175,1609,125,16,18,,,
7106,7106,7678483531,1283420,10725,0,1412,0,1.0,23000.0,True,10725,10725,0,4,106 92 3,-1,,1245,1639,-394,1619,-421,16,12,,,
7107,7107,7678714701,1283420,3132,0,1413,2,0.0,37000.0,True,3132,3132,0,4,106 103 38,-1,,1515,1640,-125,1620,-159,16,15,,,
7108,7108,7678714701,1283420,3134,0,1413,2,1.0,37000.0,True,3134,3132,2,4,82 103 38,-1,,1365,1630,-265,1609,-295,16,13,,,
7109,7109,7678714701,1283420,3133,0,1413,0,1.0,37000.0,True,3133,3132,0,4,161 103 38,-1,,1513,1633,-120,1612,-154,16,15,,,
7110,7110,7678861090,1283420,2889,0,1414,2,1.0,35000.0,True,2889,2889,2,4,74 67 38,-1,,1346,1638,-292,1616,-326,16,13,,,
7111,7111,7678861090,1283420,2891,0,1414,1,1.0,35000.0,True,2891,2889,1,4,82 67 38,-1,,1692,1640,52,1618,11,16,16,,,
7112,7112,7678861090,1283420,2890,0,1414,3,1.0,35000.0,True,2890,2889,3,4,136 67 38,-1,,1278,1649,-371,1626,-402,16,12,,,
7113,7113,7679001812,1283420,3476,0,1415,3,1.0,26666.0,True,3476,3474,3,4,82 171 162 92,-1,,1062,1650,-588,1627,-612,16,10,,,
7114,7114,7679001812,1283420,3474,0,1415,2,1.0,26666.0,True,3474,3474,2,4,74 171 162 92,-1,,1509,1651,-142,1628,-182,16,15,,,
7115,7115,7679001812,1283420,3475,0,1415,0,1.0,26666.0,True,3475,3474,0,4,74 171 162 92,-1,,1410,1655,-245,1632,-282,16,14,,,
7116,7116,7679111261,1283420,2736,0,1416,2,1.0,27666.0,True,2736,2734,2,4,136 12 81,-1,,1329,1658,-329,1634,-358,16,13,,,
7117,7117,7679111261,1283420,2735,0,1416,0,1.0,27666.0,True,2735,2734,0,4,82 12 81,-1,,1458,1660,-202,1636,-235,16,14,,,
7118,7118,7679111261,1283420,2734,0,1416,0,1.0,27666.0,True,2734,2734,0,4,74 12 81,-1,,1449,1664,-215,1639,-249,16,14,,,
7119,7119,7693389706,1283420,8957,0,1417,0,0.0,26666.0,True,8957,8957,3,5,96,-1,,1791,1667,124,1581,197,16,17,,,
7120,7120,7693516242,1283420,5508,0,1418,2,0.0,23000.0,True,5508,5508,3,5,66,-1,,1705,1662,43,1578,114,16,17,,,
7121,7121,7693675860,1283420,4709,0,1419,1,0.0,30000.0,True,4709,4709,3,5,116,-1,,1550,1656,-106,1573,-41,16,15,,,
7122,7122,7694087507,1283420,21597,1,1421,-1,,,False,65535,-1,-1,5,,116,concept,-1,-1,0,-1,0,-1,-1,,,
7123,7123,7694109753,1283420,4040,0,1422,0,0.0,50000.0,True,4040,4040,2,5,116,-1,,1667,1646,21,1564,85,16,16,,,
