timestamp,user_id,content_id,content_type_id,task_container_id,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,bundle_id,correct_answer,part,tag,target_enc_user_id,count_enc_user_id,user_count_bin,first_column_content_id,first_column_part,previous_3_ans,target_enc_content_id,content_rate_sum_user_id,content_rate_mean_user_id,content_level_user_id,diff_content_level_target_enc_user_id,diff_rate_mean_target_emc_user_id,prior_question_elapsed_time_bin,shiftdiff_timestamp_by_user_id,mean_prior_question_elapsed_time_by_user_id,diff_mean_prior_question_elapsed_time_by_user_id,user_rate_sum_content_id,user_rate_mean_content_id,user_level_content_id,diff_user_level_target_enc_content_id,diff_rate_mean_target_emc_content_id,mean_content_level_user_id_by_user_id,diff_mean_content_level_user_id_by_user_id,user_rate_sum_part_2,user_rate_mean_part_2,diff_rate_mean_target_enc_part_2,user_rate_sum_part_5,user_rate_mean_part_5,diff_rate_mean_target_enc_part_5,mean_target_enc_content_id_by_user_id,diff_mean_target_enc_content_id_by_user_id,previous_answer_index_content_id,previous_answer_content_id,question_lecture_score,mean_prior_question_elapsed_time_by_content_id,diff_mean_prior_question_elapsed_time_by_content_id,"target_enc_['user_id', 'part']","mean_target_enc_content_id_by_['user_id', 'part']","diff_mean_target_enc_content_id_by_['user_id', 'part']","target_enc_['content_id', 'prior_question_had_explanation']","mean_target_enc_user_id_by_['content_id', 'prior_question_had_explanation']","diff_mean_target_enc_user_id_by_['content_id', 'prior_question_had_explanation']",target_enc_user_count_bin,mean_target_enc_content_id_by_user_count_bin,diff_mean_target_enc_content_id_by_user_count_bin,"target_enc_['user_id', 'user_count_bin']","target_enc_['content_id', 'user_count_bin']","target_enc_['prior_question_had_explanation', 'user_count_bin']",mean_target_enc_content_id_by_first_column_content_id,diff_mean_target_enc_content_id_by_first_column_content_id,mean_target_enc_content_id_by_first_column_part,diff_mean_target_enc_content_id_by_first_column_part,"target_enc_['part', 'prior_question_elapsed_time_bin']",target_enc_previous_3_ans,te_mean,te_max,te_min,te_std,te_peak
17102402488,138650,8865,0,752,0.0,31000.0,1,8865,0,5,-1,0.71457285,1014,4,7900,1,101,0.0,-0.5714286,-0.5714286,0.6430007,-0.071572125,-1.2860014,6,136074617,24205.46,6794.539,53.333332,0.37296036,0.33101854,0.33101854,0.37296036,0.70336527,-0.060364544,17.833334,0.45726496,0.45726496,17.0,0.4722222,0.4722222,0.33333334,-0.33333334,-99,-99,0.42032698,18000.0,13000.0,0.73867595,0.30555555,-0.30555555,0.0,0.5714286,0.14314425,0.6923077,0.75,-0.75,0.6923077,,0.6923077,0.44835237,-0.44835237,0.44835237,-0.44835237,0.5912409,0.67005074,0.5323848,0.73867595,0.0,0.3044991,0.73867595
17102427446,138650,4190,0,753,0.0,21000.0,1,4190,3,5,-1,0.71385545,1015,4,7900,1,010,,0.0,,0.71385545,0.0,,5,24958,24212.29,-3212.289,53.333332,0.37037036,0.33101854,,,0.7033058,0.0105496645,17.833334,0.45726496,,17.0,0.45945945,,0.33101854,,-99,-99,0.75962675,,,0.7361111,0.2972973,,,,,0.64285713,0.5,,0.64285713,,0.64285713,0.44665405,,0.44665405,,0.7410714,0.52678573,0.66377074,0.7410714,0.52678573,0.0750489,0.21428567
17102463073,138650,4737,0,754,1.0,14000.0,1,4737,1,5,-1,0.7131394,1016,4,7900,1,001,,0.0,,0.7131394,0.0,,3,35627,24209.064,-10209.064,53.333332,0.37037036,0.33101854,,,0.70331615,0.009823263,17.833334,0.45726496,,17.0,0.45945945,,0.33101854,,-99,-99,1.0822083,,,0.733564,0.2972973,,,,,0.6,0.5,,0.6,,0.6,0.44665405,,0.44665405,,0.60305345,0.52755904,0.6253309,0.733564,0.52755904,0.07234792,0.20600498
17102488502,138650,4811,0,755,1.0,24000.0,1,4811,0,5,-1,0.7134268,1017,4,7900,1,100,,0.0,,0.7134268,0.0,,5,25429,24198.824,-198.82422,53.333332,0.37037036,0.33101854,,,0.7033258,0.01010102,17.833334,0.45726496,,17.0,0.45945945,,0.33101854,,-99,-99,0.83647835,,,0.73448277,0.2972973,,,,,0.625,0.5,,0.625,,0.625,0.44665405,,0.44665405,,0.7345133,0.58914727,0.66379565,0.7345133,0.58914727,0.061303336,0.14536601
17102514693,138650,8687,0,756,1.0,14000.0,1,8687,1,5,-1,0.7137137,1018,4,7900,1,110,,0.0,,0.7137137,0.0,,3,26191,24198.625,-10198.625,53.333332,0.37037036,0.33101854,,,0.70333576,0.0103779435,17.833334,0.45726496,,17.0,0.45945945,,0.33101854,,-99,-99,0.10509362,,,0.7353952,0.2972973,,,,,0.64705884,0.5,,0.64705884,,0.64705884,0.44665405,,0.44665405,,0.6060606,0.66346157,0.6656868,0.7353952,0.6060606,0.044285208,0.12933457
19311719996,138650,1144,0,757,1.0,15000.0,1,1144,1,2,-1,0.714,1019,4,7900,1,111,,0.0,,0.714,0.0,,3,2209205303,24188.416,-9188.416,53.333332,0.37037036,0.33101854,,,0.70334595,0.010654032,17.833334,0.45726496,,17.0,0.45945945,,0.33101854,,-99,-99,0.2955145,,,0.5915493,0.2094017,,,,,0.6666667,0.5,,0.6666667,,0.6666667,0.44665405,,0.44665405,,0.6551724,0.7263582,0.6695828,0.7263582,0.5915493,0.043815393,0.1348089
19311747411,138650,1116,0,758,0.0,16000.0,1,1116,0,2,-1,0.71428573,1020,4,7900,1,111,,0.0,,0.71428573,0.0,,4,27415,24179.229,-8179.2285,53.333332,0.37037036,0.33101854,,,0.7033564,0.010929346,17.833334,0.45726496,,17.0,0.45945945,,0.33101854,,-99,-99,-0.69173896,,,0.5929825,0.2094017,,,,,0.68421054,0.5,,0.68421054,,0.68421054,0.44665405,,0.44665405,,0.62096775,0.7269076,0.6725393,0.7269076,0.5929825,0.048470344,0.13392514
19311773650,138650,949,0,759,1.0,18000.0,1,949,3,2,-1,0.71357286,1021,4,7900,1,011,,0.0,,0.71357286,0.0,,4,26239,24171.057,-6171.0566,53.333332,0.37037036,0.33101854,,,0.7033671,0.010205746,17.833334,0.45726496,,17.0,0.45945945,,0.33101854,,-99,-99,0.046951678,,,0.59090906,0.2094017,,,,,0.65,0.5,,0.65,,0.65,0.44665405,,0.44665405,,0.6184739,0.6556604,0.6469451,0.71357286,0.59090906,0.037625033,0.122663796
19311799715,138650,1050,0,760,1.0,17000.0,1,1050,3,2,-1,0.7138584,1022,4,7900,1,101,,0.0,,0.7138584,0.0,,4,26065,24164.898,-7164.8984,53.333332,0.37037036,0.33101854,,,0.70337707,0.010481358,17.833334,0.45726496,,17.0,0.45945945,,0.33101854,,-99,-99,-0.45766982,,,0.5923345,0.2094017,,,,,0.6666667,0.5,,0.6666667,,0.6666667,0.44665405,,0.44665405,,0.62,0.6666667,0.65612274,0.7138584,0.5923345,0.0390553,0.12152392
19311824471,138650,1224,0,761,1.0,19000.0,1,1224,3,2,-1,0.71414346,1023,4,7900,1,110,1.0,0.29442972,0.29442972,0.70985687,-0.0042865872,-0.41971374,4,24756,24157.754,-5157.754,53.333332,0.37037036,0.3356322,-0.6643678,-0.6296296,0.7033874,0.006469488,17.833334,0.45726496,-0.54273504,17.0,0.45945945,-0.5405406,0.33101854,0.66898143,-99,-99,-0.11447161,19000.0,0.0,0.59375,0.2094017,0.7905983,1.0,0.7055703,0.0085731745,0.6818182,0.5,0.5,0.6818182,,0.6818182,0.44665405,0.5533459,0.44665405,0.5533459,0.62151396,0.6650718,0.7377704,1.0,0.59375,0.15289761,0.40625
19311852439,138650,736,0,762,1.0,17000.0,1,736,3,2,-1,0.7144279,1024,4,7900,1,111,,0.0,,0.7144279,0.0,,4,27968,24152.617,-7152.617,53.333332,0.3678161,0.3356322,,,0.70339364,0.01103425,17.833334,0.44583336,,17.0,0.45945945,,0.3356322,,-99,-99,0.37089172,,,0.5951557,0.22916666,,,,,0.6956522,0.625,,0.6956522,,0.6956522,0.44874215,,0.44874215,,0.6230159,0.7254509,0.6778582,0.7254509,0.5951557,0.048989225,0.13029516
19311880450,138650,1372,0,763,1.0,20000.0,1,1372,3,2,-1,0.7147117,1025,4,7900,1,111,,0.0,,0.7147117,0.0,,4,28011,24145.5,-4145.5,53.333332,0.3678161,0.3356322,,,0.7034044,0.011307299,17.833334,0.44583336,,17.0,0.45945945,,0.3356322,,-99,-99,-0.22759725,,,0.5965517,0.22916666,,,,,0.7083333,0.625,,0.7083333,,0.7083333,0.44874215,,0.44874215,,0.62450594,0.726,0.6838242,0.726,0.5965517,0.051104583,0.1294483
19311908906,138650,1309,0,764,1.0,19000.0,1,1309,1,2,-1,0.714995,1026,4,7900,1,111,,0.0,,0.714995,0.0,,4,28456,24141.379,-5141.379,53.333332,0.3678161,0.3356322,,,0.70341545,0.011579573,17.833334,0.44583336,,17.0,0.45945945,,0.3356322,,-99,-99,0.04157712,,,0.5979381,0.22916666,,,,,0.72,0.625,,0.72,,0.72,0.44874215,,0.44874215,,0.62598425,0.7265469,0.68935204,0.7265469,0.5979381,0.05358933,0.12860876
19311947917,138650,592,0,765,0.0,19000.0,1,592,3,2,-1,0.7152778,1027,4,7900,1,111,,0.0,,0.7152778,0.0,,4,39011,24136.273,-5136.2734,53.333332,0.3678161,0.3356322,,,0.7034267,0.011851072,17.833334,0.44583336,,17.0,0.45945945,,0.3356322,,-99,-99,0.38676408,,,0.59931505,0.22916666,,,,,0.7307692,0.625,,0.7307692,,0.7307692,0.44874215,,0.44874215,,0.627451,0.7270916,0.6944919,0.7307692,0.59931505,0.05626728,0.13145417
19311982096,138650,692,0,766,0.0,29000.0,1,692,1,2,-1,0.71456885,1028,4,7900,1,011,,0.0,,0.71456885,0.0,,6,34179,24131.178,4868.8223,53.333332,0.3678161,0.3356322,,,0.7034383,0.011130571,17.833334,0.44583336,,17.0,0.45945945,,0.3356322,,-99,-99,0.63782084,,,0.59726965,0.22916666,,,,,0.7037037,0.625,,0.7037037,,0.7037037,0.44874215,,0.44874215,,0.5277778,0.657277,0.6582864,0.71456885,0.5277778,0.0708431,0.18679106
19312026644,138650,6045,0,767,1.0,25000.0,1,6045,3,5,-1,0.7138614,1029,4,7900,1,001,,0.0,,0.7138614,0.0,,5,44548,24136.004,863.9961,53.333332,0.3678161,0.3356322,,,0.7034491,0.010412335,17.833334,0.44583336,,17.0,0.45945945,,0.3356322,,-99,-99,-0.103337504,,,0.73630136,0.2972973,,,,,0.6785714,0.625,,0.6785714,,0.6785714,0.44874215,,0.44874215,,0.7368421,0.53125,0.6791385,0.7368421,0.53125,0.07032656,0.2055921
19312066898,138650,3791,0,768,1.0,17000.0,1,3791,0,5,-1,0.7141444,1030,4,7900,1,100,,0.0,,0.7141444,0.0,,4,40254,24136.86,-7136.8594,53.333332,0.3678161,0.3356322,,,0.7034592,0.010685205,17.833334,0.44583336,,17.0,0.45945945,,0.3356322,,-99,-99,0.25366274,,,0.7372014,0.2972973,,,,,0.6896552,0.625,,0.6896552,,0.6896552,0.44874215,,0.44874215,,0.63461536,0.5923077,0.67817634,0.7372014,0.5923077,0.049064472,0.1448937
19312152426,138650,5330,0,769,1.0,28000.0,1,5330,0,5,-1,0.7144269,1031,4,7900,1,110,,0.0,,0.7144269,0.0,,6,85528,24129.8,3870.1992,53.333332,0.3678161,0.3356322,,,0.7034696,0.010957301,17.833334,0.44583336,,17.0,0.45945945,,0.3356322,,-99,-99,0.061493136,,,0.7380952,0.2972973,,,,,0.7,0.625,,0.7,,0.7,0.44874215,,0.44874215,,0.5890909,0.6666667,0.6868971,0.7380952,0.5890909,0.04807896,0.14900434
19312188075,138650,9613,0,770,1.0,58000.0,1,9613,1,5,-1,0.7147088,1032,4,7900,1,111,,0.0,,0.7147088,0.0,,7,35649,24133.625,33866.375,53.333332,0.3678161,0.3356322,,,0.7034802,0.011228621,17.833334,0.44583336,,17.0,0.45945945,,0.3356322,,-99,-99,0.4588904,,,0.73898304,0.2972973,,,,,0.7096774,0.625,,0.7096774,,0.7096774,0.44874215,,0.44874215,,0.578125,0.72564614,0.6980707,0.73898304,0.578125,0.05400952,0.16085804
19312213923,138650,6018,0,771,1.0,11000.0,1,6018,1,5,-1,0.71499014,1033,4,7900,1,111,,0.0,,0.71499014,0.0,,3,25848,24167.057,-13167.057,53.333332,0.3678161,0.3356322,,,0.7034911,0.011499047,17.833334,0.44583336,,17.0,0.45945945,,0.3356322,,-99,-99,0.848968,,,0.7398649,0.2972973,,,,,0.71875,0.625,,0.71875,,0.71875,0.44874215,,0.44874215,,0.60902256,0.72619045,0.7066169,0.7398649,0.60902256,0.04382723,0.13084233
19312234044,138650,6429,0,772,1.0,16000.0,1,6429,3,5,-1,0.71527094,1034,4,7900,1,111,,0.0,,0.71527094,0.0,,4,20121,24154.07,-8154.0703,53.333332,0.3678161,0.3356322,,,0.7035022,0.011768758,17.833334,0.44583336,,17.0,0.45945945,,0.3356322,,-99,-99,0.76564306,,,0.7407407,0.2972973,,,,,0.72727275,0.625,,0.72727275,,0.72727275,0.44874215,,0.44874215,,0.6369427,0.7267327,0.7145008,0.7407407,0.6369427,0.03498422,0.10379803
19312278562,138650,3749,0,773,1.0,12000.0,1,3749,1,5,-1,0.7155512,1035,4,7900,1,111,1.0,0.5890411,0.5890411,0.5632551,-0.15229613,-0.12651008,3,44518,24146.037,-12146.037,53.333332,0.3678161,0.34018266,-0.65981734,-0.6321839,0.70351356,-0.14025849,17.833334,0.44583336,-0.5541667,17.0,0.45945945,-0.5405406,0.3356322,0.6643678,-99,-99,0.9265268,6000.0,6000.0,0.74161077,0.2972973,0.7027027,1.0,0.41095892,0.30459228,0.7352941,0.625,0.375,0.7352941,,0.7352941,0.44874215,0.55125785,0.44874215,0.55125785,0.6119403,0.72727275,0.7780286,1.0,0.6119403,0.1320097,0.38805968
19312309843,138650,9075,0,774,1.0,33000.0,1,9075,0,5,-1,0.71583086,1036,4,7900,1,111,,0.0,,0.71583086,0.0,,6,31281,24134.082,8865.918,53.333332,0.3652968,0.34018266,,,0.703378,0.012452841,17.833334,0.44583336,,17.0,0.4473684,,0.34018266,,-99,-99,0.8637278,,,0.7424749,0.31578946,,,,,0.74285716,0.7,,0.74285716,,0.74285716,0.45081455,,0.45081455,,0.5905797,0.7278106,0.7150382,0.74285716,0.5905797,0.055869102,0.15227747
19312341027,138650,5256,0,775,1.0,21000.0,1,5256,2,5,-1,0.71611,1037,4,7900,1,111,,0.0,,0.71611,0.0,,5,31184,24142.8,-3142.8008,53.333332,0.3652968,0.34018266,,,0.70339006,0.012719929,17.833334,0.44583336,,17.0,0.4473684,,0.34018266,,-99,-99,0.80069476,,,0.74333334,0.31578946,,,,,0.75,0.7,,0.75,,0.75,0.45081455,,0.45081455,,0.73913044,0.72834647,0.73956,0.75,0.71611,0.013019535,0.03389001
19312378120,138650,3643,0,776,0.0,22000.0,1,3643,1,5,-1,0.71638864,1038,4,7900,1,111,0.0,-0.59504133,-0.59504133,0.655715,-0.060673654,-1.31143,5,37093,24139.713,-2139.713,53.333332,0.3652968,0.33786848,0.33786848,0.3652968,0.70340234,-0.04768735,17.833334,0.44583336,0.44583336,17.0,0.4473684,0.4473684,0.34018266,-0.34018266,-99,-99,1.2169039,27000.0,-5000.0,0.74418604,0.31578946,-0.31578946,0.0,0.59504133,0.12134731,0.7567568,0.7,-0.7,0.7567568,,0.7567568,0.45081455,-0.45081455,0.45081455,-0.45081455,0.7413793,0.72888017,0.57790047,0.7567568,0.0,0.32792085,0.7567568
20370014004,138650,5175,0,777,0.0,27000.0,1,5175,2,5,-1,0.71568626,1039,4,7900,1,011,0.33333334,-0.5382253,-0.17940845,0.5634779,-0.15220839,-0.8950947,6,1057635884,24137.613,2862.3867,53.333332,0.3628118,0.33783785,0.004504502,0.02947846,0.7033564,-0.13987851,17.833334,0.44583336,0.11250001,17.0,0.43589744,0.1025641,0.33786848,-0.0045351386,-99,-99,0.54399604,16666.666,10333.334,0.74172187,0.30769232,0.025641024,0.33333334,0.51274174,0.20294452,0.7368421,0.5833333,-0.24999997,0.7368421,,0.7368421,0.44912612,-0.11579278,0.44912612,-0.11579278,0.59205776,0.6542056,0.6200961,0.74172187,0.33333334,0.1700127,0.40838853
20370030796,138650,5424,0,778,1.0,18000.0,1,5424,1,5,-1,0.7149853,1040,4,7900,1,001,,0.0,,0.7149853,0.0,,4,16792,24140.42,-6140.42,53.0,0.3581081,0.33783785,,,0.70322174,0.011763573,17.833334,0.44583336,,16.666666,0.41666666,,0.33783785,,-99,-99,0.70481735,,,0.7392739,0.30833334,,,,,0.71794873,0.54761904,,0.71794873,,0.71794873,0.44869405,,0.44869405,,0.6392405,0.53488374,0.6831756,0.7392739,0.53488374,0.07269475,0.20439017
20370070336,138650,4854,0,779,1.0,6000.0,1,4854,3,5,-1,0.7152642,1041,4,7900,1,100,,0.0,,0.7152642,0.0,,2,39540,24134.406,-18134.406,53.0,0.3581081,0.33783785,,,0.70323306,0.012031138,17.833334,0.44583336,,16.666666,0.41666666,,0.33783785,,-99,-99,-0.48661575,,,0.74013156,0.30833334,,,,,0.725,0.54761904,,0.725,,0.725,0.44869405,,0.44869405,,0.60638297,0.5954198,0.6903141,0.74013156,0.5954198,0.061594084,0.14471173
20370099869,138650,9404,0,780,1.0,31000.0,1,9404,1,5,-1,0.7155425,1042,4,7900,1,110,,0.0,,0.7155425,0.0,,6,29533,24116.662,6883.338,53.0,0.3581081,0.33783785,,,0.7032446,0.012297869,17.833334,0.44583336,,16.666666,0.41666666,,0.33783785,,-99,-99,0.19804518,,,0.7409836,0.30833334,,,,,0.73170733,0.54761904,,0.73170733,,0.73170733,0.44869405,,0.44869405,,0.58992803,0.66824645,0.7014032,0.7409836,0.58992803,0.05484468,0.15105557
20370134141,138650,3968,0,781,1.0,21000.0,1,3968,2,5,-1,0.7158203,1043,4,7900,1,111,,0.0,,0.7158203,0.0,,5,34272,24123.39,-3123.3906,53.0,0.3581081,0.33783785,,,0.70325637,0.012563944,17.833334,0.44583336,,16.666666,0.41666666,,0.33783785,,-99,-99,1.4119635,,,0.74183005,0.30833334,,,,,0.7380952,0.54761904,,0.7380952,,0.7380952,0.44869405,,0.44869405,,0.73504275,0.72745097,0.73348993,0.74183005,0.7158203,0.008984055,0.026009738
20370167464,138650,3990,0,782,0.0,27000.0,1,3990,1,5,-1,0.71609753,1044,4,7900,1,111,1.0,0.3479532,0.3479532,0.68407214,-0.032025397,-0.36814433,6,33323,24120.34,2879.6602,53.0,0.3581081,0.34228188,-0.6577181,-0.6418919,0.7032684,-0.019196272,17.833334,0.44583336,-0.5541667,16.666666,0.41666666,-0.5833334,0.33783785,0.6621622,-99,-99,0.47480056,37000.0,-10000.0,0.742671,0.30833334,0.69166666,1.0,0.6520468,0.064050734,0.74418604,0.54761904,0.45238096,0.74418604,,0.74418604,0.44869405,0.55130595,0.44869405,0.55130595,0.5913978,0.72798437,0.7789677,1.0,0.5913978,0.13434644,0.40860218
20370217681,138650,4402,0,783,0.0,24000.0,1,4402,3,5,-1,0.7153996,1045,4,7900,1,011,,0.0,,0.7153996,0.0,,5,50217,24123.148,-123.14844,52.0,0.3489933,0.34228188,,,0.70325005,0.012149572,17.833334,0.44583336,,15.666667,0.3821138,,0.34228188,,-99,-99,0.59759873,,,0.74025977,0.32520324,,,,,0.72727275,0.6041666,,0.72727275,,0.72727275,0.45074353,,0.45074353,,0.7372881,0.6511628,0.7179898,0.74025977,0.6511628,0.030549012,0.08909696
20370258022,138650,8768,0,784,1.0,36000.0,1,8768,2,5,-1,0.714703,1046,4,7900,1,001,,0.0,,0.714703,0.0,,6,40341,24123.03,11876.971,52.0,0.3489933,0.34228188,,,0.7032617,0.01144135,17.833334,0.44583336,,15.666667,0.3821138,,0.34228188,,-99,-99,0.016861305,,,0.7378641,0.32520324,,,,,0.7111111,0.6041666,,0.7111111,,0.7111111,0.45074353,,0.45074353,,0.58928573,0.53846157,0.6733783,0.7378641,0.53846157,0.076823965,0.19940251
20370292982,138650,6107,0,785,1.0,27000.0,1,6107,2,5,-1,0.71498054,1047,4,7900,1,100,,0.0,,0.71498054,0.0,,6,34960,24134.594,2865.4062,52.0,0.3489933,0.34228188,,,0.70327264,0.011707902,17.833334,0.44583336,,15.666667,0.3821138,,0.34228188,,-99,-99,-0.098631635,,,0.7387097,0.32520324,,,,,0.7173913,0.6041666,,0.7173913,,0.7173913,0.45074353,,0.45074353,,0.59074736,0.5984849,0.6850138,0.7387097,0.59074736,0.062315837,0.14796233
20370314591,138650,6071,0,786,1.0,24000.0,1,6071,1,5,-1,0.7152575,1048,4,7900,1,110,,0.0,,0.7152575,0.0,,5,21609,24137.38,-137.38086,52.0,0.3489933,0.34228188,,,0.7032838,0.011973739,17.833334,0.44583336,,15.666667,0.3821138,,0.34228188,,-99,-99,0.32317826,,,0.7395498,0.32520324,,,,,0.7234042,0.6041666,,0.7234042,,0.7234042,0.45074353,,0.45074353,,0.73109245,0.6698113,0.7179891,0.7395498,0.6698113,0.022557683,0.06973851
20370353558,138650,6062,0,787,1.0,11000.0,1,6062,3,5,-1,0.715534,1049,4,7900,1,111,,0.0,,0.715534,0.0,,3,38967,24137.248,-13137.248,52.0,0.3489933,0.34228188,,,0.70329523,0.012238741,17.833334,0.44583336,,15.666667,0.3821138,,0.34228188,,-99,-99,0.21152085,,,0.74038464,0.32520324,,,,,0.7291667,0.6041666,,0.7291667,,0.7291667,0.45074353,,0.45074353,,0.6148148,0.7265625,0.71211374,0.74038464,0.6148148,0.043510914,0.12556982
20370380671,138650,9878,0,788,1.0,31000.0,1,9878,3,5,-1,0.7158099,1050,4,7900,1,111,,0.0,,0.7158099,0.0,,6,27113,24124.494,6875.506,52.0,0.3489933,0.34228188,,,0.7033069,0.012502968,17.833334,0.44583336,,15.666667,0.3821138,,0.34228188,,-99,-99,0.4299605,,,0.74121404,0.32520324,,,,,0.7346939,0.6041666,,0.7346939,,0.7346939,0.45074353,,0.45074353,,0.5921986,0.72709554,0.7114857,0.74121404,0.5921986,0.05321561,0.14901543
20370418278,138650,6095,0,789,1.0,20000.0,1,6095,1,5,-1,0.71608526,1051,4,7900,1,111,,0.0,,0.71608526,0.0,,4,37607,24131.162,-4131.162,52.0,0.3489933,0.34228188,,,0.7033188,0.01276648,17.833334,0.44583336,,15.666667,0.3821138,,0.34228188,,-99,-99,-0.19496343,,,0.7420382,0.32520324,,,,,0.74,0.6041666,,0.74,,0.74,0.45074353,,0.45074353,,0.6415094,0.72762644,0.72103703,0.7420382,0.6415094,0.0363144,0.10052878
20370446283,138650,5404,0,790,1.0,29000.0,1,5404,1,5,-1,0.7163601,1052,4,7900,1,111,,0.0,,0.7163601,0.0,,6,28005,24127.158,4872.842,52.0,0.3489933,0.34228188,,,0.70333093,0.013029158,17.833334,0.44583336,,15.666667,0.3821138,,0.34228188,,-99,-99,1.8989193,,,0.74285716,0.32520324,,,,,0.74509805,0.6041666,,0.74509805,,0.74509805,0.45074353,,0.45074353,,0.59363955,0.7281553,0.71661514,0.74509805,0.59363955,0.055345442,0.1514585
20370475573,138650,4768,0,791,1.0,18000.0,1,4768,2,5,-1,0.71663445,1053,4,7900,1,111,,0.0,,0.71663445,0.0,,4,29290,24131.877,-6131.877,52.0,0.3489933,0.34228188,,,0.70334333,0.0132911205,17.833334,0.44583336,,15.666667,0.3821138,,0.34228188,,-99,-99,0.5026085,,,0.7436709,0.32520324,,,,,0.75,0.6041666,,0.75,,0.75,0.45074353,,0.45074353,,0.64375,0.72868216,0.72610533,0.75,0.64375,0.038514394,0.10624999
20370521542,138650,9868,0,792,0.0,20000.0,1,9868,1,5,-1,0.7169082,1054,4,7900,1,111,,0.0,,0.7169082,0.0,,4,45969,24125.945,-4125.9453,52.0,0.3489933,0.34228188,,,0.7033559,0.013552308,17.833334,0.44583336,,15.666667,0.3821138,,0.34228188,,-99,-99,1.1902157,,,0.7444795,0.32520324,,,,,0.754717,0.6041666,,0.754717,,0.754717,0.45074353,,0.45074353,,0.6459627,0.729207,0.7286726,0.754717,0.6459627,0.03929461,0.10875428
20622782710,138650,5432,0,793,0.0,34000.0,1,5432,3,5,-1,0.7162162,1055,4,7900,1,011,,0.0,,0.7162162,0.0,,6,252261168,24121.959,9878.041,52.0,0.3489933,0.34228188,,,0.7033688,0.012847424,17.833334,0.44583336,,15.666667,0.3821138,,0.34228188,,-99,-99,0.67261815,,,0.7421384,0.32520324,,,,,0.7407407,0.6041666,,0.7407407,,0.7407407,0.45074353,,0.45074353,,0.5950704,0.6481481,0.7033993,0.7421384,0.5950704,0.058645792,0.14706796
20622812289,138650,8811,0,794,1.0,12000.0,1,8811,1,5,-1,0.71552557,1056,4,7900,1,001,,0.0,,0.71552557,0.0,,3,29579,24131.494,-12131.494,52.0,0.3489933,0.34228188,,,0.70338094,0.012144625,17.833334,0.44583336,,15.666667,0.3821138,,0.34228188,,-99,-99,-0.65868217,,,0.7398119,0.32520324,,,,,0.72727275,0.6041666,,0.72727275,,0.72727275,0.45074353,,0.45074353,,0.61764705,0.54198474,0.68525535,0.7398119,0.54198474,0.075593695,0.19782716
20622868904,138650,4128,0,795,1.0,22000.0,1,4128,3,5,-1,0.7157996,1057,4,7900,1,100,,0.0,,0.7157996,0.0,,5,56615,24119.795,-2119.795,52.0,0.3489933,0.34228188,,,0.70339245,0.012407184,17.833334,0.44583336,,15.666667,0.3821138,,0.34228188,,-99,-99,2.3739796,,,0.740625,0.32520324,,,,,0.73214287,0.6041666,,0.73214287,,0.73214287,0.45074353,,0.45074353,,0.73333335,0.60150373,0.7125272,0.740625,0.60150373,0.04952041,0.1391213
20622914149,138650,4608,0,796,0.0,50000.0,1,4608,3,5,-1,0.71607316,1058,4,7900,1,110,,0.0,,0.71607316,0.0,,6,45245,24117.754,25882.246,52.0,0.3489933,0.34228188,,,0.7034042,0.012668967,17.833334,0.44583336,,15.666667,0.3821138,,0.34228188,,-99,-99,1.5199995,,,0.741433,0.32520324,,,,,0.7368421,0.6041666,,0.7368421,,0.7368421,0.45074353,,0.45074353,,0.5929825,0.6713615,0.7046252,0.741433,0.5929825,0.055030644,0.14845055
20622942644,138650,5254,0,797,1.0,26000.0,1,5254,0,5,-1,0.7153846,1059,4,7900,1,011,1.0,0.57407403,0.57407403,0.5706553,-0.14472932,-0.14131057,6,28495,24142.664,1857.3359,52.0,0.3489933,0.34666666,-0.6533333,-0.6510067,0.70341617,-0.13276088,17.833334,0.44583336,-0.5541667,15.666667,0.3821138,-0.6178862,0.34228188,0.6577181,-99,-99,1.3299029,48000.0,-22000.0,0.73913044,0.32520324,0.67479676,1.0,0.42592594,0.28945866,0.7241379,0.6041666,0.39583337,0.7241379,,0.7241379,0.45074353,0.54925644,0.45074353,0.54925644,0.59090906,0.6451613,0.7625554,1.0,0.59090906,0.14283086,0.40909094
20622965256,138650,8387,0,798,1.0,9000.0,1,8387,0,5,-1,0.715658,1060,4,7900,1,101,,0.0,,0.715658,0.0,,2,22612,24144.45,-15144.449,52.0,0.34666666,0.34666666,,,0.7032908,0.012367189,17.833334,0.44583336,,15.666667,0.37301588,,0.34666666,,-99,-99,-0.39846963,,,0.7399381,0.34126982,,,,,0.7288136,0.6481481,,0.7288136,,0.7288136,0.4527778,,0.4527778,,0.6105263,0.6683417,0.7029864,0.7399381,0.6105263,0.04703943,0.12941176
20622999667,138650,3906,0,799,0.0,13000.0,1,3906,0,5,-1,0.7159309,1061,4,7900,1,110,,0.0,,0.7159309,0.0,,3,34411,24129.902,-11129.902,52.0,0.34666666,0.34666666,,,0.70330244,0.012628436,17.833334,0.44583336,,15.666667,0.37301588,,0.34666666,,-99,-99,1.288482,,,0.7407407,0.34126982,,,,,0.73333335,0.6481481,,0.73333335,,0.73333335,0.4527778,,0.4527778,,0.620438,0.6682243,0.7064763,0.7407407,0.620438,0.04526432,0.12030274
