,row_id,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,previous_answer_index_content_id,previous_answer_content_id,flg,previous_answer_index_question_id,previous_answer_question_id
4649,25979,86584447,475020,6867,0,121,1,0,37000.0,True,6867,6865,3,6,33 162,-1,,-99,-99,True,-99,-99
4651,25980,86584447,475020,6866,0,121,3,1,37000.0,True,6866,6865,3,6,27 162,-1,,-99,-99,True,-99,-99
4652,25981,86584447,475020,6865,0,121,3,1,37000.0,True,6865,6865,3,6,52 162,-1,,-99,-99,True,-99,-99
4655,25982,86584447,475020,6868,0,121,0,1,37000.0,True,6868,6865,0,6,53 162,-1,,-99,-99,True,-99,-99
4657,25983,86886889,475020,10190,0,122,2,1,45250.0,True,10190,10188,2,6,27,-1,,-99,-99,True,-99,-99
4659,25984,86886889,475020,10189,0,122,3,1,45250.0,True,10189,10188,3,6,53,-1,,-99,-99,True,-99,-99
4660,25985,86886889,475020,10191,0,122,2,0,45250.0,True,10191,10188,0,6,49,-1,,-99,-99,True,-99,-99
4663,25986,86886889,475020,10188,0,122,1,1,45250.0,True,10188,10188,1,6,96,-1,,-99,-99,True,-99,-99
4665,25988,87127381,475020,10921,0,123,1,1,61250.0,True,10921,10919,1,6,73,-1,,-99,-99,True,-99,-99
4667,25989,87127381,475020,10919,0,123,3,1,61250.0,True,10919,10919,3,6,7,-1,,2,0,True,2,0
4669,25990,87127381,475020,10922,0,123,0,1,61250.0,True,10922,10919,0,6,27,-1,,-99,-99,True,-99,-99
4670,25991,87127381,475020,10920,0,123,0,1,61250.0,True,10920,10919,0,6,14,-1,,-99,-99,True,-99,-99
4672,25992,87290172,475020,10745,0,124,0,1,28500.0,True,10745,10743,0,6,53,-1,,-99,-99,True,-99,-99
4675,25993,87290172,475020,10744,0,124,0,0,28500.0,True,10744,10743,2,6,27,-1,,-99,-99,True,-99,-99
4677,25994,87290172,475020,10743,0,124,0,1,28500.0,True,10743,10743,0,6,14,-1,,-99,-99,True,-99,-99
4678,25995,87290172,475020,10746,0,124,1,1,28500.0,True,10746,10743,1,6,96,-1,,-99,-99,True,-99,-99
4680,25996,87886323,475020,10965,0,125,1,0,34250.0,True,10965,10963,3,6,179,-1,,-99,-99,True,-99,-99
4683,25997,87886323,475020,10964,0,125,0,0,34250.0,True,10964,10963,3,6,79,-1,,-99,-99,True,-99,-99
4685,25998,87886323,475020,10966,0,125,0,1,34250.0,True,10966,10963,0,6,53,-1,,-99,-99,True,-99,-99
4686,25999,87886323,475020,10963,0,125,2,1,34250.0,True,10963,10963,2,6,27,-1,,-99,-99,True,-99,-99
4689,26000,88087321,475020,10875,0,126,0,1,35250.0,True,10875,10875,0,6,7,-1,,-99,-99,True,-99,-99
4691,26001,88087321,475020,10876,0,126,1,1,35250.0,True,10876,10875,1,6,53,-1,,-99,-99,True,-99,-99
4692,26002,88087321,475020,10878,0,126,3,1,35250.0,True,10878,10875,3,6,1,-1,,-99,-99,True,-99,-99
4695,26003,88087321,475020,10877,0,126,2,1,35250.0,True,10877,10875,2,6,27,-1,,-99,-99,True,-99,-99
4696,26004,88247570,475020,10281,0,127,2,1,38750.0,True,10281,10280,2,6,27,-1,,-99,-99,True,-99,-99
4698,26005,88247570,475020,10283,0,127,2,1,38750.0,True,10283,10280,2,6,58,-1,,-99,-99,True,-99,-99
4701,26006,88247570,475020,10282,0,127,0,1,38750.0,True,10282,10280,0,6,96,-1,,-99,-99,True,-99,-99
4703,26007,88247570,475020,10280,0,127,0,1,38750.0,True,10280,10280,0,6,147,-1,,-99,-99,True,-99,-99
4705,26008,88347774,475020,250,0,128,3,0,32000.0,True,250,250,0,2,148 32 92 29,-1,,-99,-99,True,-99,-99
4707,26009,88404861,475020,707,0,129,1,1,22000.0,True,707,707,1,2,2 107 38 29,-1,,-99,-99,True,-99,-99
4708,26010,88451499,475020,877,0,130,3,0,26000.0,True,877,877,0,2,143 140 6 38 92,-1,,-99,-99,True,-99,-99
4710,26011,88495584,475020,11985,0,131,0,0,24000.0,True,11985,11985,1,2,137 88 81 92,-1,,-99,-99,True,-99,-99
4713,26012,88549032,475020,427,0,132,0,1,26000.0,True,427,427,0,2,143 114 38 102,-1,,-99,-99,True,-99,-99
4715,26013,99605407,475020,7888,0,133,0,1,33000.0,True,7888,7888,0,1,131 149 92,-1,,-99,-99,True,-99,-99
4717,26014,99676440,475020,305,0,134,3,1,30000.0,True,305,305,3,2,143 69 176 81 92,-1,,-99,-99,True,-99,-99
4718,26015,99728936,475020,847,0,135,0,1,19000.0,True,847,847,0,2,143 105 38 92,-1,,-99,-99,True,-99,-99
4720,26016,99791384,475020,11943,0,136,3,1,22000.0,True,11943,11943,3,2,155 163 38 29,-1,,-99,-99,True,-99,-99
4722,26017,99873819,475020,489,0,137,0,1,21000.0,True,489,489,0,2,62 155 119 38 81,-1,,-99,-99,True,-99,-99
4725,26018,99970130,475020,1114,0,138,0,0,21000.0,True,1114,1114,3,2,143 71 29 102,-1,,-99,-99,True,-99,-99
4727,26019,103247580,475020,1558,0,139,3,1,41000.0,True,1558,1556,3,3,82 38 81,-1,,-99,-99,True,-99,-99
4728,26020,103247580,475020,1556,0,139,3,0,41000.0,True,1556,1556,0,3,74 162 38 81,-1,,-99,-99,True,-99,-99
4731,26021,103247580,475020,1557,0,139,3,0,41000.0,True,1557,1556,1,3,106 38 81,-1,,-99,-99,True,-99,-99
4732,26022,103464410,475020,13185,0,140,3,0,42000.0,True,13185,13184,1,3,82 81 92,-1,,-99,-99,True,-99,-99
4735,26023,103464410,475020,13186,0,140,2,1,42000.0,True,13186,13184,2,3,157 81 92,-1,,-99,-99,True,-99,-99
4737,26024,103464410,475020,13184,0,140,0,1,42000.0,True,13184,13184,0,3,74 81 92,-1,,-99,-99,True,-99,-99
4738,26025,103691034,475020,1862,0,141,0,1,47333.0,True,1862,1862,0,3,106 81 92,-1,,-99,-99,True,-99,-99
4740,26026,103691034,475020,1863,0,141,3,0,47333.0,True,1863,1862,1,3,161 81 92,-1,,-99,-99,True,-99,-99
4742,26027,103691034,475020,1864,0,141,0,1,47333.0,True,1864,1862,0,3,82 81 92,-1,,76,-99,False,-99,-99
4745,26029,111567853,475020,877,0,143,0,1,49000.0,True,877,877,0,2,143 140 6 38 92,-1,,-99,-99,True,-99,-99
4746,26030,111639568,475020,1315,0,144,3,1,22000.0,True,1315,1315,3,2,2 107 62 29 102,-1,,-99,-99,True,-99,-99
4748,26031,111718890,475020,12205,0,145,3,1,25000.0,True,12205,12205,3,2,2 107 38 29,-1,,-99,-99,True,-99,-99
4751,26032,111800219,475020,738,0,146,3,0,23000.0,True,738,738,1,2,143 30 62 38 81,-1,,-99,-99,True,-99,-99
4753,26033,111905201,475020,1036,0,147,1,0,23000.0,True,1036,1036,0,2,90 100 92 29,-1,,-99,-99,True,-99,-99
4755,26034,112008882,475020,407,0,148,3,1,20000.0,True,407,407,3,2,90 119 92 102,-1,,-99,-99,True,-99,-99
4756,26035,112081549,475020,12036,0,149,0,1,19000.0,True,12036,12036,0,2,148 32 38 29,-1,,-99,-99,True,-99,-99
4759,26036,112173711,475020,948,0,150,0,0,25000.0,True,948,948,1,2,138 41 81 92,-1,,-99,-99,True,-99,-99
4761,26037,112282460,475020,905,0,151,1,1,30000.0,True,905,905,1,2,143 140 81 29,-1,,-99,-99,True,-99,-99
4763,26038,112355687,475020,402,0,152,0,1,27000.0,True,402,402,0,2,62 137 88 92 29,-1,,-99,-99,True,-99,-99
4764,26040,112792499,475020,2486,0,155,2,1,20000.0,True,2486,2485,2,3,74 92 29,-1,,-99,-99,True,-99,-99
4766,26041,112792499,475020,2485,0,155,2,1,20000.0,True,2485,2485,2,3,106 92 29,-1,,-99,-99,True,-99,-99
4769,26042,112792499,475020,2487,0,155,0,1,20000.0,True,2487,2485,0,3,82 92 29,-1,,-99,-99,True,-99,-99
4771,26043,112983523,475020,1441,0,156,1,1,41666.0,True,1441,1439,1,3,82 162 92 29,-1,,-99,-99,True,-99,-99
4773,26044,112983523,475020,1440,0,156,0,1,41666.0,True,1440,1439,0,3,136 92 29,-1,,-99,-99,True,-99,-99
4775,26045,112983523,475020,1439,0,156,1,0,41666.0,True,1439,1439,3,3,106 92 29,-1,,-99,-99,True,-99,-99
4776,26046,113117003,475020,5670,0,157,3,1,31000.0,True,5670,5670,3,5,123,-1,,-99,-99,True,-99,-99
4779,26047,113159737,475020,6669,0,158,3,0,44000.0,True,6669,6669,0,5,75,-1,,-99,-99,True,-99,-99
4780,26048,113178254,475020,13448,0,159,3,1,30000.0,True,13448,13448,3,5,109,-1,,-99,-99,True,-99,-99
4783,26049,113216118,475020,9176,0,160,0,0,7000.0,True,9176,9176,2,5,89,-1,,-99,-99,True,-99,-99
4785,26050,113298783,475020,3958,0,161,3,1,14000.0,True,3958,3958,3,5,89,-1,,-99,-99,True,-99,-99
4786,26051,113332185,475020,6004,0,162,0,1,40000.0,True,6004,6004,0,5,108,-1,,-99,-99,True,-99,-99
4789,26052,113365261,475020,13350,0,163,3,1,7000.0,True,13350,13350,3,5,73,-1,,-99,-99,True,-99,-99
4790,26053,113420396,475020,11293,0,164,0,0,23000.0,True,11293,11293,1,5,147,-1,,-99,-99,True,-99,-99
4793,26054,113469685,475020,11426,0,165,1,0,37000.0,True,11426,11426,3,5,180,-1,,-99,-99,True,-99,-99
4795,26055,113518815,475020,4003,0,166,0,0,29000.0,True,4003,4003,3,5,72,-1,,-99,-99,True,-99,-99
4797,26056,113541477,475020,13315,0,167,0,1,38000.0,True,13315,13315,0,5,116,-1,,-99,-99,True,-99,-99
4798,26057,113581499,475020,6215,0,168,3,1,12000.0,True,6215,6215,3,5,8,-1,,-99,-99,True,-99,-99
4800,26058,113659936,475020,5696,0,169,2,1,25000.0,True,5696,5696,2,5,43,-1,,-99,-99,True,-99,-99
4803,26059,113758026,475020,5928,0,170,1,1,44000.0,True,5928,5928,1,5,66,-1,,-99,-99,True,-99,-99
4805,26060,113808464,475020,13408,0,171,3,1,51000.0,True,13408,13408,3,5,53,-1,,-99,-99,True,-99,-99
4807,26061,114012471,475020,1923,0,172,0,1,19000.0,True,1923,1922,0,3,161 38 81,-1,,-99,-99,True,-99,-99
4809,26062,114012471,475020,1924,0,172,2,1,19000.0,True,1924,1922,2,3,157 38 81,-1,,-99,-99,True,-99,-99
4811,26063,114012471,475020,1922,0,172,3,1,19000.0,True,1922,1922,3,3,136 38 81,-1,,-99,-99,True,-99,-99
4813,26064,114925601,475020,11083,0,174,3,1,37666.0,True,11083,11083,3,6,73,-1,,-99,-99,True,-99,-99
4815,26065,114925601,475020,11085,0,174,1,1,37666.0,True,11085,11083,1,6,180,-1,,-99,-99,True,-99,-99
4817,26066,114925601,475020,11086,0,174,3,1,37666.0,True,11086,11083,3,6,1,-1,,-99,-99,True,-99,-99
4818,26067,114925601,475020,11084,0,174,3,0,37666.0,True,11084,11083,0,6,27,-1,,-99,-99,True,-99,-99
4820,26068,115114496,475020,10996,0,175,0,1,39500.0,True,10996,10995,0,6,27,-1,,-99,-99,True,-99,-99
4822,26069,115114496,475020,10998,0,175,0,1,39500.0,True,10998,10995,0,6,168,-1,,-99,-99,True,-99,-99
4825,26070,115114496,475020,10997,0,175,1,1,39500.0,True,10997,10995,1,6,173,-1,,-99,-99,True,-99,-99
4827,26071,115114496,475020,10995,0,175,2,1,39500.0,True,10995,10995,2,6,109,-1,,-99,-99,True,-99,-99
4829,26072,115225944,475020,9798,0,176,3,1,42000.0,True,9798,9798,3,5,73,-1,,-99,-99,True,-99,-99
4830,26073,115274012,475020,11189,0,177,0,1,27000.0,True,11189,11189,0,5,109,-1,,-99,-99,True,-99,-99
4832,26074,115326285,475020,3609,0,178,0,1,31000.0,True,3609,3609,0,5,85,-1,,-99,-99,True,-99,-99
4835,26075,115352831,475020,13431,0,179,0,1,37000.0,True,13431,13431,0,5,156,-1,,-99,-99,True,-99,-99
4837,26076,115378195,475020,4205,0,180,1,1,9000.0,True,4205,4205,1,5,14,-1,,-99,-99,True,-99,-99
4838,26078,115948260,475020,8067,0,182,1,1,14000.0,True,8067,8064,1,7,84 97 16 135,-1,,-99,-99,True,-99,-99
4840,26079,115948260,475020,8066,0,182,1,0,14000.0,True,8066,8064,0,7,84 97 16 135,-1,,-99,-99,True,-99,-99
4842,26080,115948260,475020,8068,0,182,0,0,14000.0,True,8068,8064,3,7,84 145 16 135,-1,,-99,-99,True,-99,-99
4845,26081,115948260,475020,8065,0,182,1,0,14000.0,True,8065,8064,2,7,84 76 16 135,-1,,-99,-99,True,-99,-99
4847,26082,115948260,475020,8064,0,182,3,1,14000.0,True,8064,8064,3,7,84 118 16 135,-1,,-99,-99,True,-99,-99
4849,26083,116396093,475020,8058,0,183,2,1,60400.0,True,8058,8054,2,7,84 118 42 135,-1,,-99,-99,True,-99,-99
4850,26084,116396093,475020,8057,0,183,1,0,60400.0,True,8057,8054,3,7,84 97 42 135,-1,,-99,-99,True,-99,-99
4852,26085,116396093,475020,8056,0,183,1,1,60400.0,True,8056,8054,1,7,84 97 42 135,-1,,-99,-99,True,-99,-99
4854,26086,116396093,475020,8055,0,183,1,1,60400.0,True,8055,8054,1,7,84 39 42 135,-1,,-99,-99,True,-99,-99
4856,26087,116396093,475020,8054,0,183,0,1,60400.0,True,8054,8054,0,7,84 76 42 135,-1,,-99,-99,True,-99,-99
4859,26088,116929245,475020,8143,0,184,0,1,76800.0,True,8143,8139,0,7,84 97 50 135 162,-1,,-99,-99,True,-99,-99
4861,26089,116929245,475020,8141,0,184,2,1,76800.0,True,8141,8139,2,7,84 50 118 135 162,-1,,-99,-99,True,-99,-99
4862,26090,116929245,475020,8142,0,184,2,1,76800.0,True,8142,8139,2,7,84 97 50 135 162,-1,,-99,-99,True,-99,-99
4865,26091,116929245,475020,8140,0,184,2,1,76800.0,True,8140,8139,2,7,84 50 118 135 162,-1,,-99,-99,True,-99,-99
4866,26092,116929245,475020,8139,0,184,1,0,76800.0,True,8139,8139,2,7,84 97 50 135 162,-1,,-99,-99,True,-99,-99
4869,26093,133954671,475020,11932,0,153,0,1,88800.0,True,11932,11932,0,2,143 105 81 92,-1,,-99,-99,True,-99,-99
4871,26094,134333531,475020,12376,0,173,2,0,14000.0,True,12376,12375,1,3,136 38 29,-1,,-99,-99,True,-99,-99
4872,26095,134333531,475020,12377,0,173,3,1,14000.0,True,12377,12375,3,3,82 38 29,-1,,-99,-99,True,-99,-99
4875,26096,134333531,475020,12375,0,173,1,1,14000.0,True,12375,12375,1,3,136 38 29,-1,,-99,-99,True,-99,-99
4876,26097,146575144,475020,1674,0,185,1,1,25000.0,True,1674,1673,1,3,82 38 102,-1,,-99,-99,True,-99,-99
4878,26098,146575144,475020,1675,0,185,1,0,25000.0,True,1675,1673,2,3,136 162 38 102,-1,,-99,-99,True,-99,-99
4881,26099,146575144,475020,1673,0,185,0,1,25000.0,True,1673,1673,0,3,106 38 102,-1,,-99,-99,True,-99,-99
4883,26100,147376027,475020,1898,0,186,0,1,43333.0,True,1898,1898,0,3,74 38 102,-1,,-99,-99,True,-99,-99
4885,26101,147376027,475020,1900,0,186,1,1,43333.0,True,1900,1898,1,3,82 38 102,-1,,-99,-99,True,-99,-99
4886,26102,147376027,475020,1899,0,186,1,0,43333.0,True,1899,1898,3,3,106 38 102,-1,,-99,-99,True,-99,-99
4889,26103,148191713,475020,1866,0,187,2,1,37333.0,True,1866,1865,2,3,161 81 92,-1,,-99,-99,True,-99,-99
4890,26104,148191713,475020,1867,0,187,2,0,37333.0,True,1867,1865,1,3,157 81 92,-1,,-99,-99,True,-99,-99
4892,26105,148191713,475020,1865,0,187,3,0,37333.0,True,1865,1865,0,3,74 81 92,-1,,-99,-99,True,-99,-99
4894,26106,152548258,475020,3180,0,189,1,1,43333.0,True,3180,3180,1,4,161 83 29,-1,,-99,-99,True,-99,-99
4896,26107,152548258,475020,3182,0,189,3,1,43333.0,True,3182,3180,3,4,157 83 29,-1,,-99,-99,True,-99,-99
4898,26108,152548258,475020,3181,0,189,0,0,43333.0,True,3181,3180,2,4,136 83 29,-1,,-99,-99,True,-99,-99
4900,26109,152749182,475020,10730,0,190,0,1,34000.0,True,10730,10728,0,4,136 81 3,-1,,-99,-99,True,-99,-99
4902,26110,152749182,475020,10728,0,190,3,1,34000.0,True,10728,10728,3,4,74 81 3,-1,,-99,-99,True,-99,-99
4904,26111,152749182,475020,10729,0,190,3,1,34000.0,True,10729,10728,3,4,136 81 3,-1,,-99,-99,True,-99,-99
4906,26112,152929582,475020,2970,0,191,3,1,32000.0,True,2970,2970,3,4,106 67 81,-1,,-99,-99,True,-99,-99
4909,26113,152929582,475020,2972,0,191,1,1,32000.0,True,2972,2970,1,4,82 67 81,-1,,-99,-99,True,-99,-99
4911,26114,152929582,475020,2971,0,191,2,1,32000.0,True,2971,2970,2,4,136 67 81,-1,,-99,-99,True,-99,-99
4913,26115,153132739,475020,2585,0,192,3,0,32333.0,True,2585,2584,0,4,136 144 162 38,-1,,-99,-99,True,-99,-99
4915,26116,153132739,475020,2586,0,192,3,1,32333.0,True,2586,2584,3,4,161 144 162 38,-1,,-99,-99,True,-99,-99
4916,26117,153132739,475020,2584,0,192,3,1,32333.0,True,2584,2584,3,4,136 144 162 38,-1,,-99,-99,True,-99,-99
4919,26118,153340555,475020,2907,0,193,1,1,27666.0,True,2907,2907,1,4,74 171 162 38,-1,,-99,-99,True,-99,-99
4921,26119,153340555,475020,2909,0,193,3,1,27666.0,True,2909,2907,3,4,157 171 162 38,-1,,-99,-99,True,-99,-99
4923,26120,153340555,475020,2908,0,193,2,1,27666.0,True,2908,2907,2,4,136 171 162 38,-1,,-99,-99,True,-99,-99
4924,26121,153469868,475020,8797,0,194,3,1,26666.0,True,8797,8797,3,5,45,-1,,-99,-99,True,-99,-99
4927,26122,153510177,475020,5157,0,195,3,1,31000.0,True,5157,5157,3,5,48,-1,,-99,-99,True,-99,-99
4929,26123,153541936,475020,13514,0,196,0,1,27000.0,True,13514,13514,0,5,14,-1,,-99,-99,True,-99,-99
4931,26124,153578188,475020,9609,0,197,3,1,20000.0,True,9609,9609,3,5,53,-1,,-99,-99,True,-99,-99
4933,26125,153637229,475020,8523,0,198,1,1,25000.0,True,8523,8523,1,5,85,-1,,-99,-99,True,-99,-99
4935,26126,153730837,475020,9475,0,199,2,1,11000.0,True,9475,9475,2,5,23,-1,,-99,-99,True,-99,-99
4937,26127,153817121,475020,13435,0,200,1,0,27000.0,True,13435,13435,0,5,73,-1,,-99,-99,True,-99,-99
4939,26128,153855846,475020,5581,0,201,2,1,48000.0,True,5581,5581,2,5,54,-1,,1,0,True,1,0
4941,26129,153888672,475020,4253,0,202,3,1,20000.0,True,4253,4253,3,5,151,-1,,-99,-99,True,-99,-99
4942,26130,153918875,475020,5261,0,203,0,1,21000.0,True,5261,5261,0,5,28,-1,,-99,-99,True,-99,-99
4945,26131,154019343,475020,13441,0,204,1,1,16000.0,True,13441,13441,1,5,133,-1,,-99,-99,True,-99,-99
4947,26132,154085299,475020,3990,0,205,1,1,37000.0,True,3990,3990,1,5,166,-1,,-99,-99,True,-99,-99
4948,26133,154123297,475020,4815,0,206,3,1,26000.0,True,4815,4815,3,5,79,-1,,-99,-99,True,-99,-99
4950,26134,154154004,475020,9873,0,207,1,0,9000.0,True,9873,9873,3,5,125,-1,,171,0,True,171,0
4952,26135,154197269,475020,13400,0,208,1,1,12000.0,True,13400,13400,1,5,1,-1,,6,1,True,6,1
4954,26136,154379615,475020,6924,0,209,2,1,24000.0,True,6924,6924,2,6,91 162,-1,,-99,-99,True,-99,-99
4956,26137,154379615,475020,6927,0,209,0,1,24000.0,True,6927,6924,0,6,27 162,-1,,-99,-99,True,-99,-99
4958,26138,154379615,475020,6926,0,209,3,0,24000.0,True,6926,6924,2,6,53 162,-1,,-99,-99,True,-99,-99
4960,26139,154379615,475020,6925,0,209,1,0,24000.0,True,6925,6924,3,6,173 162,-1,,-99,-99,True,-99,-99
4962,26140,154498016,475020,11082,0,210,1,1,32500.0,True,11082,11079,1,6,73,-1,,-99,-99,True,-99,-99
4965,26141,154498016,475020,11079,0,210,0,1,32500.0,True,11079,11079,0,6,14,-1,,-99,-99,True,-99,-99
4966,26142,154498016,475020,11080,0,210,3,1,32500.0,True,11080,11079,3,6,27,-1,,-99,-99,True,-99,-99
4968,26143,154498016,475020,11081,0,210,0,1,32500.0,True,11081,11079,0,6,181,-1,,-99,-99,True,-99,-99
4970,26144,154790906,475020,1448,0,211,1,1,25000.0,True,1448,1448,1,3,74 38 29,-1,,-99,-99,True,-99,-99
4972,26145,154790906,475020,1450,0,211,1,0,25000.0,True,1450,1448,2,3,136 38 29,-1,,-99,-99,True,-99,-99
4974,26146,154790906,475020,1449,0,211,3,1,25000.0,True,1449,1448,3,3,82 38 29,-1,,-99,-99,True,-99,-99
4976,26147,155046262,475020,2509,0,212,1,0,54666.0,True,2509,2509,3,3,106 92 29,-1,,-99,-99,True,-99,-99
4978,26148,155046262,475020,2511,0,212,1,1,54666.0,True,2511,2509,1,3,82 92 29,-1,,-99,-99,True,-99,-99
4981,26149,155046262,475020,2510,0,212,2,1,54666.0,True,2510,2509,2,3,136 92 29,-1,,-99,-99,True,-99,-99
4983,26150,155253314,475020,2491,0,213,1,0,26666.0,True,2491,2491,0,3,74 38 81,-1,,-99,-99,True,-99,-99
4985,26151,155253314,475020,2492,0,213,3,1,26666.0,True,2492,2491,3,3,82 38 81,-1,,-99,-99,True,-99,-99
4987,26152,155253314,475020,2493,0,213,1,1,26666.0,True,2493,2491,1,3,157 38 81,-1,,-99,-99,True,-99,-99
4988,26153,155559944,475020,795,0,214,3,0,30000.0,True,795,795,1,2,2 107 38 29,-1,,-99,-99,True,-99,-99
4990,26154,155598956,475020,808,0,215,3,1,21000.0,True,808,808,3,2,143 71 38 29,-1,,-99,-99,True,-99,-99
4993,26155,155663950,475020,853,0,216,0,1,18000.0,True,853,853,0,2,129 143 30 38 102,-1,,-99,-99,True,-99,-99
4994,26156,155727546,475020,12079,0,217,0,1,25000.0,True,12079,12079,0,2,137 88 92 29,-1,,-99,-99,True,-99,-99
4996,26157,155791620,475020,1118,0,218,3,1,18000.0,True,1118,1118,3,2,62 155 163 38 29,-1,,-99,-99,True,-99,-99
4998,26158,155851013,475020,1109,0,219,0,0,27000.0,True,1109,1109,3,2,143 69 71 92 102,-1,,-99,-99,True,-99,-99
5001,26159,155939064,475020,834,0,221,3,1,18000.0,True,834,834,3,2,148 32 38 92,-1,,-99,-99,True,-99,-99
5003,26160,155960097,475020,834,0,220,0,0,22000.0,True,834,834,3,2,148 32 38 92,-1,,-99,-99,True,-99,-99
5004,26161,155999470,475020,250,0,222,3,0,21000.0,True,250,250,0,2,148 32 92 29,-1,,-99,-99,True,-99,-99
5007,26162,157527074,475020,1532,0,188,1,1,24000.0,True,1532,1532,1,3,74 81 92,-1,,-99,-99,True,-99,-99
5008,26163,157527074,475020,1534,0,188,2,0,24000.0,True,1534,1532,0,3,157 81 92,-1,,-99,-99,True,-99,-99
5011,26164,157527074,475020,1533,0,188,2,1,24000.0,True,1533,1532,2,3,74 162 81 92,-1,,-99,-99,True,-99,-99
5012,26165,166524093,475020,7194,0,224,2,0,29000.0,True,7194,7190,3,7,98 84 97 135 162,-1,,-99,-99,True,-99,-99
5015,26166,166524093,475020,7190,0,224,2,1,29000.0,True,7190,7190,2,7,98 84 76 135 162,-1,,-99,-99,True,-99,-99
5017,26167,166524093,475020,7192,0,224,2,1,29000.0,True,7192,7190,2,7,98 84 145 135 162,-1,,-99,-99,True,-99,-99
5018,26168,166524093,475020,7193,0,224,1,1,29000.0,True,7193,7190,1,7,98 84 39 135 162,-1,,-99,-99,True,-99,-99
5020,26169,166524093,475020,7191,0,224,3,0,29000.0,True,7191,7190,1,7,98 84 97 135 162,-1,,-99,-99,True,-99,-99
5022,26170,166847102,475020,1782,0,225,2,1,78800.0,True,1782,1781,2,3,136 38 92 29,-1,,-99,-99,True,-99,-99
5024,26171,166847102,475020,1781,0,225,2,1,78800.0,True,1781,1781,2,3,74 38 92 29,-1,,-99,-99,True,-99,-99
5027,26172,166847102,475020,1783,0,225,3,0,78800.0,True,1783,1781,0,3,82 38 92 29,-1,,-99,-99,True,-99,-99
5028,26173,167095852,475020,3133,0,226,2,0,30666.0,True,3133,3132,0,4,161 103 38,-1,,-99,-99,True,-99,-99
5031,26174,167095852,475020,3132,0,226,0,1,30666.0,True,3132,3132,0,4,106 103 38,-1,,-99,-99,True,-99,-99
5033,26175,167095852,475020,3134,0,226,2,1,30666.0,True,3134,3132,2,4,82 103 38,-1,,-99,-99,True,-99,-99
5035,26176,167259764,475020,3114,0,227,0,0,36666.0,True,3114,3114,1,4,106 150 38,-1,,-99,-99,True,-99,-99
5037,26177,167259764,475020,3115,0,227,2,0,36666.0,True,3115,3114,0,4,82 150 38,-1,,-99,-99,True,-99,-99
5039,26178,167259764,475020,3116,0,227,3,1,36666.0,True,3116,3114,3,4,157 150 38,-1,,-99,-99,True,-99,-99
5040,26179,167929048,475020,3632,0,228,2,1,31666.0,True,3632,3632,2,5,95,-1,,-99,-99,True,-99,-99
5042,26180,167960668,475020,5704,0,229,0,1,43000.0,True,5704,5704,0,5,95,-1,,-99,-99,True,-99,-99
5044,26181,167995035,475020,5197,0,230,0,1,11000.0,True,5197,5197,0,5,33,-1,,-99,-99,True,-99,-99
5047,26182,168021326,475020,13494,0,231,2,1,20000.0,True,13494,13494,2,5,72,-1,,-99,-99,True,-99,-99
5048,26183,168059018,475020,11222,0,232,3,1,13000.0,True,11222,11222,3,5,173,-1,,-99,-99,True,-99,-99
5050,26184,168278860,475020,6767,0,233,1,1,24000.0,True,6767,6765,1,6,27,-1,,-99,-99,True,-99,-99
5052,26185,168278860,475020,6765,0,233,1,1,24000.0,True,6765,6765,1,6,174,-1,,-99,-99,True,-99,-99
5054,26186,168278860,475020,6766,0,233,0,1,24000.0,True,6766,6765,0,6,109,-1,,-99,-99,True,-99,-99
5057,26187,168278860,475020,6768,0,233,2,0,24000.0,True,6768,6765,3,6,123,-1,,-99,-99,True,-99,-99
5058,26188,168658538,475020,6777,0,234,3,0,41000.0,True,6777,6777,0,6,179,-1,,-99,-99,True,-99,-99
5060,26189,168658538,475020,6778,0,234,1,0,41000.0,True,6778,6777,2,6,173,-1,,-99,-99,True,-99,-99
5062,26190,168658538,475020,6779,0,234,0,1,41000.0,True,6779,6777,0,6,27,-1,,-99,-99,True,-99,-99
5065,26191,168658538,475020,6780,0,234,3,1,41000.0,True,6780,6777,3,6,91,-1,,-99,-99,True,-99,-99
5067,26193,168837848,475020,6925,0,236,1,0,34500.0,True,6925,6924,3,6,173 162,-1,,-99,-99,True,-99,-99
5069,26194,168837848,475020,6926,0,236,2,1,34500.0,True,6926,6924,2,6,53 162,-1,,-99,-99,True,-99,-99
5071,26195,168837848,475020,6927,0,236,1,0,34500.0,True,6927,6924,0,6,27 162,-1,,-99,-99,True,-99,-99
5072,26196,168837848,475020,6924,0,236,2,1,34500.0,True,6924,6924,2,6,91 162,-1,,-99,-99,True,-99,-99
5075,26197,196198000,475020,12289,0,237,2,1,13500.0,True,12289,12288,2,3,136 38 29,-1,,-99,-99,True,-99,-99
5077,26198,196198000,475020,12290,0,237,0,1,13500.0,True,12290,12288,0,3,82 38 29,-1,,-99,-99,True,-99,-99
5078,26199,196198000,475020,12288,0,237,1,0,13500.0,True,12288,12288,3,3,106 38 29,-1,,-99,-99,True,-99,-99
5080,26200,196597862,475020,2303,0,238,3,1,28333.0,True,2303,2302,3,3,136 162 81 29,-1,,-99,-99,True,-99,-99
