,row_id,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,previous_answer_index_question_id,previous_answer_question_id,flg
633,13287,594006763,138650,9700,0,169,3,1,11000.0,True,9700,9700,3,5,55,-1,,-99,-99,True
635,13288,594044294,138650,8183,0,170,3,1,18000.0,True,8183,8183,3,5,89,-1,,261,0,True
637,13289,594104364,138650,6333,0,171,2,1,17000.0,True,6333,6333,2,5,53,-1,,-99,-99,True
638,13290,594317968,138650,6759,0,172,0,1,33000.0,True,6759,6757,0,6,27 162,-1,,261,0,True
640,13291,594317968,138650,6758,0,172,2,1,33000.0,True,6758,6757,2,6,127 162,-1,,-99,-99,True
642,13292,594317968,138650,6760,0,172,3,0,33000.0,True,6760,6757,1,6,54 162,-1,,-99,-99,True
645,13293,594317968,138650,6757,0,172,1,1,33000.0,True,6757,6757,1,6,8 162,-1,,-99,-99,True
647,13294,594490950,138650,6756,0,173,2,1,32500.0,True,6756,6753,2,6,109 162,-1,,-99,-99,True
649,13295,594490950,138650,6755,0,173,2,1,32500.0,True,6755,6753,2,6,27 162,-1,,-99,-99,True
651,13296,594490950,138650,6754,0,173,0,0,32500.0,True,6754,6753,3,6,147 162,-1,,-99,-99,True
653,13297,594490950,138650,6753,0,173,1,1,32500.0,True,6753,6753,1,6,55 162,-1,,-99,-99,True
654,13298,594644101,138650,10278,0,174,2,1,30250.0,True,10278,10276,2,6,96,-1,,-99,-99,True
657,13299,594644101,138650,10276,0,174,3,1,30250.0,True,10276,10276,3,6,7,-1,,-99,-99,True
658,13300,594644101,138650,10277,0,174,1,0,30250.0,True,10277,10276,0,6,8,-1,,-99,-99,True
661,13301,594644101,138650,10279,0,174,3,0,30250.0,True,10279,10276,2,6,27,-1,,136,1,True
663,13302,645917130,138650,7113,0,175,3,1,29000.0,True,7113,7113,3,7,76 37 21,-1,,36,-99,False
665,13303,645917130,138650,7114,0,175,0,1,29000.0,True,7114,7113,0,7,118 37 21,-1,,128,0,True
667,13304,645917130,138650,7116,0,175,1,1,29000.0,True,7116,7113,1,7,18 37 21,-1,,132,0,True
668,13305,645917130,138650,7115,0,175,0,0,29000.0,True,7115,7113,3,7,37 153 21,-1,,-99,-99,True
671,13306,646079360,138650,7085,0,176,1,1,67250.0,True,7085,7085,1,7,84 97 42 135,-1,,-99,-99,True
673,13307,646079360,138650,7087,0,176,1,1,67250.0,True,7087,7085,1,7,84 97 42 135,-1,,-99,-99,True
675,13308,646079360,138650,7086,0,176,2,1,67250.0,True,7086,7085,2,7,84 145 42 135,-1,,-99,-99,True
676,13309,646079360,138650,7089,0,176,3,1,67250.0,True,7089,7085,3,7,84 39 42 135,-1,,-99,-99,True
678,13310,646079360,138650,7088,0,176,3,1,67250.0,True,7088,7085,3,7,84 76 42 135,-1,,-99,-99,True
680,13311,646324228,138650,7154,0,177,3,1,29800.0,True,7154,7153,3,7,39 184 160 35 122,-1,,-99,-99,True
683,13312,646324228,138650,7153,0,177,3,1,29800.0,True,7153,7153,3,7,97 184 160 35 122,-1,,-99,-99,True
685,13313,646324228,138650,7155,0,177,3,1,29800.0,True,7155,7153,3,7,97 184 160 35 122,-1,,-99,-99,True
687,13314,646324228,138650,7156,0,177,2,1,29800.0,True,7156,7153,2,7,76 184 160 35 122,-1,,-99,-99,True
688,13315,646324228,138650,7157,0,177,3,0,29800.0,True,7157,7153,2,7,97 184 160 35 122,-1,,-99,-99,True
691,13316,646654944,138650,7091,0,178,0,1,43600.0,True,7091,7090,0,7,84 145 16 135,-1,,-99,-99,True
693,13317,646654944,138650,7090,0,178,1,1,43600.0,True,7090,7090,1,7,84 97 16 135,-1,,-99,-99,True
694,13318,646654944,138650,7092,0,178,0,1,43600.0,True,7092,7090,0,7,84 97 16 135,-1,,-99,-99,True
697,13319,646654944,138650,7093,0,178,1,0,43600.0,True,7093,7090,2,7,84 97 16 135,-1,,-99,-99,True
698,13320,646654944,138650,7094,0,178,0,1,43600.0,True,7094,7090,0,7,84 97 16 135,-1,,-99,-99,True
701,13321,647010471,138650,7151,0,179,3,1,59600.0,True,7151,7150,3,7,98 97 160 22 122 162,-1,,-99,-99,True
702,13322,647010471,138650,7152,0,179,3,1,59600.0,True,7152,7150,3,7,98 97 160 22 122 162,-1,,-99,-99,True
705,13323,647010471,138650,7150,0,179,0,1,59600.0,True,7150,7150,0,7,98 118 160 22 122 162,-1,,-99,-99,True
707,13324,647447406,138650,2174,0,180,1,1,53400.0,True,2174,2174,1,3,74 92 102,-1,,-99,-99,True
708,13325,647447406,138650,2175,0,180,3,1,53400.0,True,2175,2174,3,3,82 162 92 102,-1,,-99,-99,True
710,13326,647447406,138650,2176,0,180,0,0,53400.0,True,2176,2174,3,3,113 92 102,-1,,5,-99,False
712,13327,741801258,138650,2751,0,181,2,0,27333.0,True,2751,2749,3,4,113 126 81,-1,,256,0,True
714,13328,741801258,138650,2750,0,181,3,1,27333.0,True,2750,2749,3,4,82 126 81,-1,,112,0,True
716,13329,741801258,138650,2749,0,181,0,1,27333.0,True,2749,2749,0,4,136 126 81,-1,,-99,-99,True
718,13331,2461231747,138650,1154,0,183,1,1,29000.0,True,1154,1154,1,2,129 143 30 81 29,-1,,-99,-99,True
721,13333,2461316658,138650,7859,0,186,1,1,15000.0,True,7859,7859,1,1,131 5 92,-1,,-99,-99,True
723,13334,2461346484,138650,157,0,187,3,1,22000.0,True,157,157,3,1,131 5 38,-1,,-99,-99,True
724,13336,2461624708,138650,981,0,190,1,0,21000.0,True,981,981,3,2,143 176 81 92,-1,,-99,-99,True
726,13337,2461668556,138650,638,0,191,0,1,21000.0,True,638,638,0,2,143 176 6 38 92,-1,,-99,-99,True
728,13339,2462085314,138650,6634,0,192,0,1,20000.0,True,6634,6633,0,6,179,-1,,-99,-99,True
731,13340,2462085314,138650,6636,0,192,3,1,20000.0,True,6636,6633,3,6,109,-1,,-99,-99,True
732,13341,2462085314,138650,6633,0,192,2,0,20000.0,True,6633,6633,1,6,73,-1,,-99,-99,True
735,13342,2462085314,138650,6635,0,192,0,0,20000.0,True,6635,6633,3,6,27,-1,,-99,-99,True
737,13343,2549334382,138650,250,0,184,3,0,30000.0,True,250,250,0,2,148 32 92 29,-1,,-99,-99,True
739,13344,2549366083,138650,1239,0,194,0,1,19000.0,True,1239,1239,0,2,69 2 88 38 102,-1,,-99,-99,True
740,13345,2549396114,138650,834,0,195,0,0,13000.0,True,834,834,3,2,148 32 38 92,-1,,-99,-99,True
742,13346,2549425350,138650,920,0,196,3,0,18000.0,True,920,920,0,2,138 41 38 29,-1,,-99,-99,True
744,13347,2549453261,138650,854,0,197,1,1,18000.0,True,854,854,1,2,155 163 38 102,-1,,-99,-99,True
746,13348,2549477359,138650,307,0,198,1,1,17000.0,True,307,307,1,2,62 155 163 38 81,-1,,-99,-99,True
748,13349,2549500083,138650,855,0,199,1,1,15000.0,True,855,855,1,2,2 107 62 38 102,-1,,-99,-99,True
751,13350,2549530922,138650,831,0,200,0,0,14000.0,True,831,831,1,2,62 90 100 38 29,-1,,-99,-99,True
752,13351,2549567075,138650,1250,0,201,3,0,20000.0,True,1250,1250,1,2,62 148 32 92 29,-1,,38,-99,False
754,13352,2549595563,138650,1145,0,202,3,1,21000.0,True,1145,1145,3,2,138 41 38 81,-1,,19,0,True
756,13353,2549622361,138650,802,0,203,3,1,15000.0,True,802,802,3,2,17 56 162 38 102,-1,,194,1,True
759,13354,2549654466,138650,1075,0,204,0,0,17000.0,True,1075,1075,3,2,62 148 32 38 92,-1,,-99,-99,True
760,13355,2549688647,138650,756,0,205,0,0,18000.0,True,756,756,3,2,143 114 38 81,-1,,-99,-99,True
763,13356,2549720089,138650,593,0,206,0,0,17000.0,True,593,593,1,2,143 71 38 29,-1,,-99,-99,True
764,13357,2549755085,138650,1359,0,207,3,1,15000.0,True,1359,1359,3,2,155 119 38 29,-1,,-99,-99,True
767,13359,2549823835,138650,951,0,209,0,1,18000.0,True,951,951,0,2,143 140 6 81 92,-1,,-99,-99,True
769,13360,2549862143,138650,638,0,210,0,1,14000.0,True,638,638,0,2,143 176 6 38 92,-1,,-99,-99,True
771,13361,2549919702,138650,5788,0,212,1,1,18000.0,True,5788,5788,1,5,14,-1,,-99,-99,True
773,13362,2549957757,138650,6477,0,213,2,0,17000.0,True,6477,6477,1,5,173,-1,,-99,-99,True
774,13363,2550013368,138650,9136,0,214,0,1,23000.0,True,9136,9136,0,5,53,-1,,-99,-99,True
776,13364,2550053052,138650,5498,0,215,2,1,38000.0,True,5498,5498,2,5,89,-1,,-99,-99,True
778,13365,2566370280,138650,3641,0,216,2,1,26000.0,True,3641,3641,2,5,180,-1,,-99,-99,True
780,13366,2582690151,138650,6091,0,217,1,1,13000.0,True,6091,6091,1,5,45,-1,,-99,-99,True
783,13367,2582722956,138650,8447,0,218,0,0,18000.0,True,8447,8447,1,5,1,-1,,-99,-99,True
785,13368,2582748946,138650,6283,0,219,0,1,19000.0,True,6283,6283,0,5,80,-1,,-99,-99,True
787,13369,2582796896,138650,5006,0,220,1,0,7000.0,True,5006,5006,0,5,156,-1,,-99,-99,True
789,13370,2582840587,138650,4987,0,221,3,1,28000.0,True,4987,4987,3,5,168,-1,,-99,-99,True
791,13371,2582882416,138650,9053,0,222,1,1,22000.0,True,9053,9053,1,5,115,-1,,-99,-99,True
792,13372,2582905412,138650,3899,0,223,1,1,27000.0,True,3899,3899,1,5,1,-1,,-99,-99,True
795,13373,2582946064,138650,6453,0,224,0,0,11000.0,True,6453,6453,3,5,49,-1,,-99,-99,True
796,13374,2583017497,138650,4706,0,225,2,1,16000.0,True,4706,4706,2,5,173,-1,,-99,-99,True
798,13375,2583066792,138650,9676,0,226,1,1,40000.0,True,9676,9676,1,5,96,-1,,-99,-99,True
800,13376,2653470865,138650,6632,0,193,2,1,33000.0,True,6632,6629,2,6,53 162,-1,,-99,-99,True
802,13377,2653470865,138650,6629,0,193,2,1,33000.0,True,6629,6629,2,6,73 162,-1,,-99,-99,True
804,13378,2653470865,138650,6630,0,193,3,0,33000.0,True,6630,6629,0,6,128 162,-1,,-99,-99,True
807,13379,2653470865,138650,6631,0,193,0,1,33000.0,True,6631,6629,0,6,27 162,-1,,-99,-99,True
808,13380,2723814097,138650,6794,0,227,1,1,33000.0,True,6794,6793,1,6,179 162,-1,,-99,-99,True
810,13381,2723814097,138650,6796,0,227,1,1,33000.0,True,6796,6793,1,6,53 162,-1,,-99,-99,True
813,13382,2723814097,138650,6795,0,227,2,1,33000.0,True,6795,6793,2,6,27 162,-1,,-99,-99,True
814,13383,2723814097,138650,6793,0,227,1,0,33000.0,True,6793,6793,3,6,73 162,-1,,-99,-99,True
816,13384,2723976334,138650,6875,0,228,2,0,24000.0,True,6875,6873,1,6,170 162,-1,,-99,-99,True
818,13385,2723976334,138650,6874,0,228,3,1,24000.0,True,6874,6873,3,6,23 162,-1,,-99,-99,True
820,13386,2723976334,138650,6876,0,228,0,1,24000.0,True,6876,6873,0,6,1 162,-1,,-99,-99,True
823,13387,2723976334,138650,6873,0,228,3,1,24000.0,True,6873,6873,3,6,27 162,-1,,-99,-99,True
824,13388,2724105628,138650,10345,0,229,0,1,29500.0,True,10345,10344,0,6,27,-1,,-99,-99,True
827,13389,2724105628,138650,10344,0,229,2,1,29500.0,True,10344,10344,2,6,147,-1,,-99,-99,True
829,13390,2724105628,138650,10346,0,229,3,1,29500.0,True,10346,10344,3,6,8,-1,,-99,-99,True
831,13391,2724105628,138650,10347,0,229,0,1,29500.0,True,10347,10344,0,6,1,-1,,-99,-99,True
832,13393,2818694204,138650,8028,0,231,0,1,22500.0,True,8028,8024,0,7,97 77 42 135 162,-1,,-99,-99,True
835,13394,2818694204,138650,8025,0,231,1,1,22500.0,True,8025,8024,1,7,118 77 42 135 162,-1,,-99,-99,True
836,13395,2818694204,138650,8027,0,231,0,1,22500.0,True,8027,8024,0,7,145 77 42 135 162,-1,,-99,-99,True
838,13396,2818694204,138650,8024,0,231,3,1,22500.0,True,8024,8024,3,7,118 77 42 135 162,-1,,-99,-99,True
841,13397,2818694204,138650,8026,0,231,2,1,22500.0,True,8026,8024,2,7,145 77 42 135 162,-1,,-99,-99,True
843,13398,2818906380,138650,7833,0,232,0,1,75000.0,True,7833,7832,0,7,118 37 21,-1,,-99,-99,True
844,13399,2818906380,138650,7835,0,232,0,1,75000.0,True,7835,7832,0,7,97 37 21,-1,,-99,-99,True
847,13400,2818906380,138650,7834,0,232,2,1,75000.0,True,7834,7832,2,7,37 153 21,-1,,-99,-99,True
848,13401,2818906380,138650,7832,0,232,0,1,75000.0,True,7832,7832,0,7,118 37 21,-1,,-99,-99,True
850,13402,2819250603,138650,6976,0,233,1,1,49500.0,True,6976,6976,1,7,98 39 160 35 122,-1,,-99,-99,True
852,13403,2819250603,138650,6977,0,233,3,1,49500.0,True,6977,6976,3,7,98 118 160 35 122,-1,,-99,-99,True
855,13404,2819250603,138650,6979,0,233,1,1,49500.0,True,6979,6976,1,7,98 97 160 35 122,-1,,-99,-99,True
857,13405,2819250603,138650,6978,0,233,2,1,49500.0,True,6978,6976,2,7,98 97 160 35 122,-1,,-99,-99,True
858,13406,2819250603,138650,6980,0,233,2,1,49500.0,True,6980,6976,2,7,98 118 160 35 122,-1,,-99,-99,True
861,13407,2819981361,138650,8066,0,234,0,1,50800.0,True,8066,8064,0,7,84 97 16 135,-1,,-99,-99,True
863,13408,2819981361,138650,8068,0,234,3,1,50800.0,True,8068,8064,3,7,84 145 16 135,-1,,-99,-99,True
865,13409,2819981361,138650,8067,0,234,1,1,50800.0,True,8067,8064,1,7,84 97 16 135,-1,,-99,-99,True
866,13410,2819981361,138650,8065,0,234,2,1,50800.0,True,8065,8064,2,7,84 76 16 135,-1,,-99,-99,True
868,13411,2819981361,138650,8064,0,234,3,1,50800.0,True,8064,8064,3,7,84 118 16 135,-1,,-99,-99,True
871,13412,2982089732,138650,15,0,188,3,1,50600.0,True,15,15,3,1,61 110 81,-1,,-99,-99,True
872,13413,2982120440,138650,10529,0,235,1,1,23000.0,True,10529,10529,1,1,131 149 81,-1,,-99,-99,True
875,13414,2982151095,138650,56,0,236,1,1,21000.0,True,56,56,1,1,61 110 162 92,-1,,-99,-99,True
877,13415,2982179073,138650,144,0,237,0,1,21000.0,True,144,144,0,1,131 13 92,-1,,-99,-99,True
879,13416,2982215500,138650,64,0,238,0,1,21000.0,True,64,64,0,1,131 111 92,-1,,-99,-99,True
881,13417,2982251395,138650,10485,0,239,1,1,23000.0,True,10485,10485,1,1,10 70 81,-1,,-99,-99,True
883,13418,2982296087,138650,1330,0,211,0,1,20000.0,True,1330,1330,0,2,137 88 38 92,-1,,-99,-99,True
885,13420,3016143929,138650,951,0,241,0,1,20000.0,True,951,951,0,2,143 140 6 81 92,-1,,-99,-99,True
886,13421,3016175278,138650,199,0,242,0,0,15000.0,True,199,199,3,2,143 140 6 38 102,-1,,-99,-99,True
889,13422,3016241137,138650,1313,0,244,0,1,20000.0,True,1313,1313,0,2,17 56 92 102,-1,,-99,-99,True
890,13423,3016277383,138650,405,0,245,0,0,19000.0,True,405,405,1,2,17 56 38 92,-1,,-99,-99,True
892,13424,3016319148,138650,762,0,243,1,0,22000.0,True,762,762,3,2,62 155 163 92 29,-1,,-99,-99,True
894,13425,3016362353,138650,1029,0,246,0,0,25000.0,True,1029,1029,1,2,155 163 29 102,-1,,-99,-99,True
896,13426,3016399932,138650,1265,0,247,3,0,12000.0,True,1265,1265,0,2,90 88 81 29,-1,,-99,-99,True
899,13427,3016442415,138650,446,0,248,1,1,21000.0,True,446,446,1,2,69 17 56 38 92,-1,,-99,-99,True
900,13428,3021162855,138650,572,0,249,3,1,11000.0,True,572,572,3,2,17 56 81 29,-1,,-99,-99,True
903,13429,3025882884,138650,438,0,250,1,0,17000.0,True,438,438,3,2,137 142 92 102,-1,,-99,-99,True
904,13430,3025909606,138650,371,0,251,3,1,18000.0,True,371,371,3,2,143 140 69 38 102,-1,,-99,-99,True
906,13431,3025941205,138650,984,0,252,0,1,17000.0,True,984,984,0,2,17 56 92 29,-1,,-99,-99,True
908,13432,3025977558,138650,729,0,253,3,0,19000.0,True,729,729,1,2,2 107 38 102,-1,,-99,-99,True
911,13433,3026010331,138650,955,0,254,1,1,13000.0,True,955,955,1,2,137 88 38 29,-1,,-99,-99,True
913,13434,3026042691,138650,723,0,255,1,1,21000.0,True,723,723,1,2,90 119 92 102,-1,,-99,-99,True
914,13435,3026081789,138650,501,0,256,3,1,20000.0,True,501,501,3,2,155 119 38 81,-1,,-99,-99,True
916,13436,3026110413,138650,291,0,257,3,1,24000.0,True,291,291,3,2,90 100 81 92,-1,,-99,-99,True
918,13437,3026139455,138650,751,0,258,3,1,16000.0,True,751,751,3,2,148 32 38 81,-1,,-99,-99,True
920,13438,3026185570,138650,236,0,259,1,0,19000.0,True,236,236,3,2,129 17 56 38 102,-1,,-99,-99,True
922,13439,3026228505,138650,853,0,260,1,0,13000.0,True,853,853,0,2,129 143 30 38 102,-1,,-99,-99,True
924,13440,3026259592,138650,773,0,261,0,0,17000.0,True,773,773,1,2,138 41 38 102,-1,,-99,-99,True
926,13441,3026292386,138650,1110,0,262,0,0,18000.0,True,1110,1110,1,2,137 142 162 92 102,-1,,-99,-99,True
928,13442,3026334131,138650,447,0,263,0,1,20000.0,True,447,447,0,2,62 155 163 162 92 102,-1,,-99,-99,True
930,13443,3026535812,138650,2420,0,265,2,1,22000.0,True,2420,2419,2,3,157 162 38 102,-1,,-99,-99,True
932,13444,3026535812,138650,2421,0,265,0,1,22000.0,True,2421,2419,0,3,82 38 102,-1,,-99,-99,True
934,13445,3026535812,138650,2419,0,265,1,0,22000.0,True,2419,2419,3,3,74 38 102,-1,,-99,-99,True
937,13446,3026642240,138650,2095,0,266,0,1,24333.0,True,2095,2093,0,3,157 81 92,-1,,-99,-99,True
939,13447,3026642240,138650,2093,0,266,2,1,24333.0,True,2093,2093,2,3,106 81 92,-1,,-99,-99,True
940,13448,3026642240,138650,2094,0,266,0,1,24333.0,True,2094,2093,0,3,74 81 92,-1,,-99,-99,True
943,13449,3026754908,138650,2170,0,267,3,1,24666.0,True,2170,2168,3,3,157 38 81,-1,,-99,-99,True
944,13450,3026754908,138650,2169,0,267,3,1,24666.0,True,2169,2168,3,3,74 38 81,-1,,-99,-99,True
947,13451,3026754908,138650,2168,0,267,3,0,24666.0,True,2168,2168,2,3,74 38 81,-1,,-99,-99,True
948,13452,3026884802,138650,1585,0,268,2,1,26666.0,True,1585,1583,2,3,82 162 38 81,-1,,-99,-99,True
951,13453,3026884802,138650,1584,0,268,3,1,26666.0,True,1584,1583,3,3,113 38 81,-1,,-99,-99,True
953,13454,3026884802,138650,1583,0,268,1,0,26666.0,True,1583,1583,3,3,136 38 81,-1,,-99,-99,True
954,13455,3027017467,138650,1755,0,269,1,1,30666.0,True,1755,1754,1,3,161 92 29 102,-1,,-99,-99,True
957,13456,3027017467,138650,1754,0,269,0,1,30666.0,True,1754,1754,0,3,74 92 29 102,-1,,-99,-99,True
958,13457,3027017467,138650,1756,0,269,3,1,30666.0,True,1756,1754,3,3,157 162 92 29 102,-1,,-99,-99,True
960,13458,3027142508,138650,5592,0,270,0,1,33000.0,True,5592,5592,0,5,7,-1,,-99,-99,True
962,13459,3027205686,138650,9259,0,271,2,1,27000.0,True,9259,9259,2,5,31,-1,,-99,-99,True
964,13460,3027259365,138650,6083,0,272,3,1,39000.0,True,6083,6083,3,5,48,-1,,-99,-99,True
967,13461,3035386937,138650,6941,0,273,0,1,32000.0,True,6941,6940,0,7,84 97 50 154 122 162,-1,,-99,-99,True
969,13462,3035386937,138650,6942,0,273,3,1,32000.0,True,6942,6940,3,7,84 39 50 154 122 162,-1,,-99,-99,True
970,13463,3035386937,138650,6943,0,273,1,1,32000.0,True,6943,6940,1,7,84 97 50 154 122 162,-1,,-99,-99,True
973,13464,3035386937,138650,6940,0,273,3,1,32000.0,True,6940,6940,3,7,84 97 50 154 122 162,-1,,-99,-99,True
974,13465,3035386937,138650,6944,0,273,3,1,32000.0,True,6944,6940,3,7,84 97 50 154 122 162,-1,,-99,-99,True
976,13466,3156331203,138650,3446,0,274,2,1,60000.0,True,3446,3444,2,4,82 67 92,-1,,-99,-99,True
978,13467,3156331203,138650,3445,0,274,1,1,60000.0,True,3445,3444,1,4,74 67 92,-1,,-99,-99,True
980,13468,3156331203,138650,3444,0,274,0,1,60000.0,True,3444,3444,0,4,106 67 92,-1,,-99,-99,True
983,13469,3156441182,138650,3053,0,275,3,0,26666.0,True,3053,3051,0,4,157 103 81,-1,,-99,-99,True
984,13470,3156441182,138650,3052,0,275,0,1,26666.0,True,3052,3051,0,4,113 103 81,-1,,-99,-99,True
987,13471,3156441182,138650,3051,0,275,3,1,26666.0,True,3051,3051,3,4,136 103 81,-1,,-99,-99,True
989,13472,3156534462,138650,2984,0,276,3,1,30666.0,True,2984,2982,3,4,82 67 81,-1,,-99,-99,True
991,13473,3156534462,138650,2983,0,276,0,1,30666.0,True,2983,2982,0,4,82 67 81,-1,,-99,-99,True
992,13474,3156534462,138650,2982,0,276,3,1,30666.0,True,2982,2982,3,4,74 67 81,-1,,-99,-99,True
995,13475,3156617486,138650,3412,0,277,1,1,23666.0,True,3412,3411,1,4,136 12 162 92,-1,,-99,-99,True
997,13476,3156617486,138650,3413,0,277,1,1,23666.0,True,3413,3411,1,4,82 12 162 92,-1,,-99,-99,True
999,13477,3156617486,138650,3411,0,277,1,1,23666.0,True,3411,3411,1,4,74 12 162 92,-1,,-99,-99,True
1001,13478,3156719982,138650,3442,0,278,2,1,23000.0,True,3442,3441,2,4,157 12 81,-1,,-99,-99,True
1003,13479,3156719982,138650,3441,0,278,1,0,23000.0,True,3441,3441,0,4,74 12 81,-1,,-99,-99,True
1005,13480,3156719982,138650,3443,0,278,1,1,23000.0,True,3443,3441,1,4,82 12 81,-1,,-99,-99,True
1007,13481,3156816151,138650,2898,0,279,2,1,27333.0,True,2898,2898,2,4,106 120 162 92,-1,,-99,-99,True
1009,13482,3156816151,138650,2899,0,279,1,0,27333.0,True,2899,2898,2,4,136 120 162 92,-1,,-99,-99,True
1011,13483,3156816151,138650,2900,0,279,0,1,27333.0,True,2900,2898,0,4,82 120 162 92,-1,,-99,-99,True
1012,13484,3192524965,138650,277,0,264,1,1,23666.0,True,277,277,1,2,69 17 56 38 92,-1,,-99,-99,True
1015,13485,3266199719,138650,6491,0,280,0,1,17000.0,True,6491,6489,0,6,73,-1,,-99,-99,True
1017,13486,3266199719,138650,6492,0,280,3,1,17000.0,True,6492,6489,3,6,27,-1,,-99,-99,True
1019,13487,3266199719,138650,6489,0,280,3,1,17000.0,True,6489,6489,3,6,8,-1,,-99,-99,True
1021,13488,3266199719,138650,6490,0,280,1,1,17000.0,True,6490,6489,1,6,96,-1,,-99,-99,True
1023,13489,3271901795,138650,6891,0,281,1,1,22750.0,True,6891,6889,1,6,180 162,-1,,-99,-99,True
1025,13490,3271901795,138650,6889,0,281,2,1,22750.0,True,6889,6889,2,6,73 162,-1,,-99,-99,True
1026,13491,3271901795,138650,6890,0,281,3,1,22750.0,True,6890,6889,3,6,96 162,-1,,-99,-99,True
1028,13492,3272154909,138650,6805,0,282,3,0,19250.0,True,6805,6805,2,6,173,-1,,-99,-99,True
1030,13493,3272154909,138650,6808,0,282,2,0,19250.0,True,6808,6805,1,6,27,-1,,-99,-99,True
1033,13494,3272154909,138650,6807,0,282,0,1,19250.0,True,6807,6805,0,6,96,-1,,-99,-99,True
1035,13495,3272154909,138650,6806,0,282,0,0,19250.0,True,6806,6805,1,6,53,-1,,-99,-99,True
1036,13496,3272378142,138650,10189,0,283,3,1,53750.0,True,10189,10188,3,6,53,-1,,-99,-99,True
1039,13497,3272378142,138650,10190,0,283,3,0,53750.0,True,10190,10188,2,6,27,-1,,-99,-99,True
1040,13498,3272378142,138650,10191,0,283,1,0,53750.0,True,10191,10188,0,6,49,-1,,-99,-99,True
1042,13499,3272378142,138650,10188,0,283,1,1,53750.0,True,10188,10188,1,6,96,-1,,-99,-99,True
1045,13500,3272575731,138650,6869,0,284,1,1,41500.0,True,6869,6869,1,6,8 162,-1,,-99,-99,True
1047,13501,3272575731,138650,6871,0,284,1,1,41500.0,True,6871,6869,1,6,55 162,-1,,-99,-99,True
1048,13502,3272575731,138650,6872,0,284,0,1,41500.0,True,6872,6869,0,6,26 162,-1,,-99,-99,True
1050,13503,3272575731,138650,6870,0,284,1,0,41500.0,True,6870,6869,2,6,27 162,-1,,-99,-99,True
1052,13504,3334598854,138650,10074,0,285,1,0,38750.0,True,10074,10074,3,6,44,-1,,-99,-99,True
1055,13505,3334598854,138650,10077,0,285,1,1,38750.0,True,10077,10074,1,6,27,-1,,-99,-99,True
1057,13506,3334598854,138650,10075,0,285,0,0,38750.0,True,10075,10074,3,6,44,-1,,-99,-99,True
1058,13507,3334598854,138650,10076,0,285,2,1,38750.0,True,10076,10074,2,6,53,-1,,-99,-99,True
1061,13508,3334784292,138650,6708,0,286,0,1,41000.0,True,6708,6705,0,6,27,-1,,-99,-99,True
1062,13509,3334784292,138650,6706,0,286,2,1,41000.0,True,6706,6705,2,6,53,-1,,-99,-99,True
1065,13510,3334784292,138650,6705,0,286,0,1,41000.0,True,6705,6705,0,6,179,-1,,-99,-99,True
1067,13511,3334784292,138650,6707,0,286,1,1,41000.0,True,6707,6705,1,6,147,-1,,-99,-99,True
1069,13512,3334990487,138650,10210,0,287,2,1,37500.0,True,10210,10208,2,6,1,-1,,-99,-99,True
1070,13513,3334990487,138650,10208,0,287,3,1,37500.0,True,10208,10208,3,6,8,-1,,-99,-99,True
1073,13514,3334990487,138650,10211,0,287,3,1,37500.0,True,10211,10208,3,6,95,-1,,-99,-99,True
1075,13515,3334990487,138650,10209,0,287,3,1,37500.0,True,10209,10208,3,6,27,-1,,-99,-99,True
1076,13516,3335174547,138650,6856,0,288,3,1,35500.0,True,6856,6853,3,6,27,-1,,-99,-99,True
1078,13517,3335174547,138650,6855,0,288,0,0,35500.0,True,6855,6853,1,6,55,-1,,-99,-99,True
1080,13518,3335174547,138650,6854,0,288,2,1,35500.0,True,6854,6853,2,6,1,-1,,-99,-99,True
1082,13519,3335174547,138650,6853,0,288,2,1,35500.0,True,6853,6853,2,6,80,-1,,-99,-99,True
1084,13520,3335476944,138650,6893,0,289,2,1,35250.0,True,6893,6892,2,6,52 162,-1,,-99,-99,True
1086,13521,3335476944,138650,6894,0,289,0,1,35250.0,True,6894,6892,0,6,8 162,-1,,-99,-99,True
1088,13522,3335476944,138650,6892,0,289,3,0,35250.0,True,6892,6892,0,6,79 162,-1,,-99,-99,True
1090,13523,3335476944,138650,6895,0,289,0,0,35250.0,True,6895,6892,1,6,27 162,-1,,-99,-99,True
1093,13524,3358873789,138650,193,0,290,2,1,38000.0,True,193,193,2,1,10 70 102,-1,,-99,-99,True
1094,13525,3358920714,138650,9,0,291,2,0,23000.0,True,9,9,3,1,10 164 81,-1,,-99,-99,True
1096,13526,3358962921,138650,7916,0,292,1,1,25000.0,True,7916,7916,1,1,131 101 162 81,-1,,-99,-99,True
1098,13527,3358998183,138650,10509,0,293,0,1,20000.0,True,10509,10509,0,1,131 93 29,-1,,-99,-99,True
1101,13528,3359042140,138650,45,0,294,1,1,23000.0,True,45,45,1,1,10 164 162 81,-1,,-99,-99,True
1103,13530,3359297182,138650,258,0,296,1,1,26000.0,True,258,258,1,2,143 30 81 92,-1,,-99,-99,True
1104,13531,3359329618,138650,1154,0,297,1,1,18000.0,True,1154,1154,1,2,129 143 30 81 29,-1,,-99,-99,True
