,timestamp,user_id,content_id,content_type_id,task_container_id,user_answer,answered_correctly,prior_question_elapsed_time,prior_question_had_explanation,question_id,bundle_id,correct_answer,part,tags,tag,type_of,cumcount
3713063,678892808,791040490,51,0,5,0,1,0.0,False,51,51,0,1,131 187 81,-1,,5
3713064,678921955,791040490,50,0,6,3,1,16000.0,False,50,50,3,1,131 101 38,-1,,6
3713065,678940272,791040490,7896,0,7,2,1,27000.0,False,7896,7896,2,1,131 104 162 81,-1,,7
3713066,678970597,791040490,7863,0,8,0,1,16000.0,False,7863,7863,0,1,131 68 92,-1,,8
3713067,678992929,791040490,152,0,9,1,1,26000.0,False,152,152,1,1,131 5 162 81,-1,,9
4035068,0,862160890,2595,0,0,2,0,32666.0,False,2595,2593,0,4,82 103 102,-1,,0
4035069,0,862160890,2593,0,0,2,0,32666.0,False,2593,2593,3,4,136 103 102,-1,,1
4035070,0,862160890,2594,0,0,0,0,32666.0,False,2594,2593,2,4,161 103 102,-1,,2
4035071,60912,862160890,4492,0,1,0,0,32666.0,False,4492,4492,2,5,80,-1,,3
4035072,118574,862160890,4120,0,2,1,0,57000.0,False,4120,4120,0,5,123,-1,,4
4035073,136178,862160890,4696,0,3,0,1,54000.0,False,4696,4696,0,5,133,-1,,5
4035074,151875,862160890,6116,0,4,0,0,16000.0,False,6116,6116,3,5,23,-1,,6
4035075,192176,862160890,6173,0,5,3,0,13000.0,False,6173,6173,2,5,151,-1,,7
4035076,253790,862160890,6370,0,6,2,1,37000.0,False,6370,6370,2,5,79,-1,,8
4035077,462258,862160890,6909,0,7,2,0,58000.0,False,6909,6908,0,6,91,-1,,9
4105693,0,880228370,2593,0,0,3,1,28000.0,False,2593,2593,3,4,136 103 102,-1,,0
4105694,0,880228370,2595,0,0,3,0,28000.0,False,2595,2593,0,4,82 103 102,-1,,1
4105695,0,880228370,2594,0,0,0,0,28000.0,False,2594,2593,2,4,161 103 102,-1,,2
4105696,45824,880228370,4492,0,1,2,1,28000.0,False,4492,4492,2,5,80,-1,,3
4105697,70956,880228370,4120,0,2,3,0,43000.0,False,4120,4120,0,5,123,-1,,4
4105698,88689,880228370,4696,0,3,0,1,22000.0,False,4696,4696,0,5,133,-1,,5
4105699,113071,880228370,6116,0,4,1,0,15000.0,False,6116,6116,3,5,23,-1,,6
4105700,136300,880228370,6173,0,5,2,1,22000.0,False,6173,6173,2,5,151,-1,,7
4105701,173061,880228370,6370,0,6,3,0,21000.0,False,6370,6370,2,5,79,-1,,8
4105702,377629,880228370,6910,0,7,3,1,34000.0,False,6910,6908,3,6,115,-1,,9
4278912,0,916627280,2594,0,0,0,0,46666.0,False,2594,2593,2,4,161 103 102,-1,,0
4278913,0,916627280,2595,0,0,0,1,46666.0,False,2595,2593,0,4,82 103 102,-1,,1
4278914,0,916627280,2593,0,0,3,1,46666.0,False,2593,2593,3,4,136 103 102,-1,,2
4278915,27572,916627280,4492,0,1,0,0,46666.0,False,4492,4492,2,5,80,-1,,3
4278916,44807,916627280,4120,0,2,3,0,25000.0,False,4120,4120,0,5,123,-1,,4
4278917,64506,916627280,4696,0,3,0,1,16000.0,False,4696,4696,0,5,133,-1,,5
4278918,70852,916627280,6116,0,4,0,0,18000.0,False,6116,6116,3,5,23,-1,,6
4278919,96617,916627280,6173,0,5,1,0,5000.0,False,6173,6173,2,5,151,-1,,7
4278920,123374,916627280,6370,0,6,0,0,24000.0,False,6370,6370,2,5,79,-1,,8
4278921,282614,916627280,6909,0,7,0,1,25000.0,False,6909,6908,0,6,91,-1,,9
4468582,0,961958590,2063,0,0,1,0,35000.0,False,2063,2063,0,3,136 92 29,-1,,0
4468583,0,961958590,2064,0,0,1,1,35000.0,False,2064,2063,1,3,157 92 29,-1,,1
4468584,0,961958590,2065,0,0,2,1,35000.0,False,2065,2063,2,3,136 162 92 29,-1,,2
4468585,183527,961958590,3365,0,1,2,1,35000.0,False,3365,3363,2,4,136 103 29,-1,,3
4468586,183527,961958590,3363,0,1,2,0,35000.0,False,3363,3363,3,4,74 103 29,-1,,4
4468587,183527,961958590,3364,0,1,1,1,35000.0,False,3364,3363,1,4,136 103 29,-1,,5
4468588,284293,961958590,2948,0,2,0,1,35333.0,False,2948,2946,0,4,136 67 92,-1,,6
4468589,284293,961958590,2946,0,2,2,0,35333.0,False,2946,2946,3,4,136 67 92,-1,,7
4468590,284293,961958590,2947,0,2,0,0,35333.0,False,2947,2946,1,4,74 67 92,-1,,8
4468591,382802,961958590,2593,0,3,3,1,31667.0,False,2593,2593,3,4,136 103 102,-1,,9
4558655,0,976110180,3363,0,0,3,1,23000.0,False,3363,3363,3,4,74 103 29,-1,,0
4558656,0,976110180,3364,0,0,1,1,23000.0,False,3364,3363,1,4,136 103 29,-1,,1
4558657,0,976110180,3365,0,0,2,1,23000.0,False,3365,3363,2,4,136 103 29,-1,,2
4558658,66870,976110180,2946,0,1,2,0,23000.0,False,2946,2946,3,4,136 67 92,-1,,3
4558659,66870,976110180,2948,0,1,0,1,23000.0,False,2948,2946,0,4,136 67 92,-1,,4
4558660,66870,976110180,2947,0,1,1,1,23000.0,False,2947,2946,1,4,74 67 92,-1,,5
4558661,142792,976110180,2595,0,2,0,1,20666.0,False,2595,2593,0,4,82 103 102,-1,,6
4558662,142792,976110180,2593,0,2,3,1,20666.0,False,2593,2593,3,4,136 103 102,-1,,7
4558663,142792,976110180,2594,0,2,2,1,20666.0,False,2594,2593,2,4,161 103 102,-1,,8
4558664,157252,976110180,4492,0,3,2,1,23000.0,False,4492,4492,2,5,80,-1,,9
4647318,0,993664070,2065,0,0,2,1,26000.0,False,2065,2063,2,3,136 162 92 29,-1,,0
4647319,0,993664070,2063,0,0,3,0,26000.0,False,2063,2063,0,3,136 92 29,-1,,1
4647320,0,993664070,2064,0,0,1,1,26000.0,False,2064,2063,1,3,157 92 29,-1,,2
4647321,77262,993664070,3364,0,1,1,1,26000.0,False,3364,3363,1,4,136 103 29,-1,,3
4647322,77262,993664070,3365,0,1,2,1,26000.0,False,3365,3363,2,4,136 103 29,-1,,4
4647323,77262,993664070,3363,0,1,3,1,26000.0,False,3363,3363,3,4,74 103 29,-1,,5
4647324,165469,993664070,2946,0,2,2,0,24000.0,False,2946,2946,3,4,136 67 92,-1,,6
4647325,165469,993664070,2948,0,2,3,0,24000.0,False,2948,2946,0,4,136 67 92,-1,,7
4647326,165469,993664070,2947,0,2,3,0,24000.0,False,2947,2946,1,4,74 67 92,-1,,8
4647327,362363,993664070,2595,0,3,3,0,28000.0,False,2595,2593,0,4,82 103 102,-1,,9
4669302,0,999793780,2065,0,0,2,1,20666.0,False,2065,2063,2,3,136 162 92 29,-1,,0
4669303,0,999793780,2063,0,0,0,1,20666.0,False,2063,2063,0,3,136 92 29,-1,,1
4669304,0,999793780,2064,0,0,1,1,20666.0,False,2064,2063,1,3,157 92 29,-1,,2
4669305,91765,999793780,3363,0,1,3,1,20666.0,False,3363,3363,3,4,74 103 29,-1,,3
4669306,91765,999793780,3365,0,1,0,0,20666.0,False,3365,3363,2,4,136 103 29,-1,,4
4669307,91765,999793780,3364,0,1,2,0,20666.0,False,3364,3363,1,4,136 103 29,-1,,5
4669308,156598,999793780,2946,0,2,2,0,29000.0,False,2946,2946,3,4,136 67 92,-1,,6
4669309,156598,999793780,2947,0,2,3,0,29000.0,False,2947,2946,1,4,74 67 92,-1,,7
4669310,156598,999793780,2948,0,2,3,0,29000.0,False,2948,2946,0,4,136 67 92,-1,,8
4669311,240852,999793780,2593,0,3,0,0,19333.0,False,2593,2593,3,4,136 103 102,-1,,9
4679755,0,1000561630,6731,0,0,1,1,22750.0,True,6731,6729,1,6,8 162,-1,,0
4679756,0,1000561630,6732,0,0,3,1,22750.0,True,6732,6729,3,6,27 162,-1,,1
4679757,0,1000561630,6730,0,0,2,0,22750.0,True,6730,6729,0,6,1 162,-1,,2
4679758,0,1000561630,6729,0,0,3,1,22750.0,True,6729,6729,3,6,73 162,-1,,3
4679759,145961,1000561630,6579,0,1,1,1,22750.0,True,6579,6577,1,6,168,-1,,4
4679760,145961,1000561630,6580,0,1,0,1,22750.0,True,6580,6577,0,6,27,-1,,5
4679761,145961,1000561630,6577,0,1,2,1,22750.0,True,6577,6577,2,6,96,-1,,6
4679762,145961,1000561630,6578,0,1,1,0,22750.0,True,6578,6577,3,6,1,-1,,7
4679763,201890,1000561630,4425,1,2,-1,-1,,False,65535,-1,-1,6,,1,concept,8
4679764,602299912,1000561630,6772,0,3,0,1,27250.0,True,6772,6769,0,6,79,-1,,9
4729102,0,1013753610,2946,0,0,3,1,27000.0,False,2946,2946,3,4,136 67 92,-1,,0
4729103,0,1013753610,2947,0,0,0,0,27000.0,False,2947,2946,1,4,74 67 92,-1,,1
4729104,0,1013753610,2948,0,0,2,0,27000.0,False,2948,2946,0,4,136 67 92,-1,,2
4729105,29802,1013753610,6671,0,1,0,1,27000.0,False,6671,6671,0,5,1,-1,,3
4729106,2318459441,1013753610,5168,0,2,1,1,27000.0,False,5168,5168,1,5,128,-1,,4
4729107,2318521748,1013753610,3967,0,3,3,0,39000.0,True,3967,3967,1,5,91,-1,,5
4729108,2318588740,1013753610,4142,0,4,1,1,22000.0,True,4142,4142,1,5,43,-1,,6
4729109,2318639997,1013753610,8947,0,5,0,1,25000.0,True,8947,8947,0,5,53,-1,,7
4729110,2318680333,1013753610,6409,0,6,0,1,30000.0,True,6409,6409,0,5,53,-1,,8
4729111,2318743127,1013753610,4340,0,7,2,0,18000.0,True,4340,4340,1,5,15,-1,,9
4792003,0,1022130610,8154,0,0,3,1,61000.0,False,8154,8154,3,7,98 84 118 135 162,-1,,0
4792004,0,1022130610,8156,0,0,3,0,61000.0,False,8156,8154,1,7,98 84 118 135 162,-1,,1
4792005,0,1022130610,8157,0,0,3,0,61000.0,False,8157,8154,0,7,98 84 97 135 162,-1,,2
4792006,0,1022130610,8155,0,0,0,1,61000.0,False,8155,8154,0,7,98 84 39 135 162,-1,,3
4792007,0,1022130610,8158,0,0,3,1,61000.0,False,8158,8154,3,7,98 84 118 135 162,-1,,4
4792008,271366,1022130610,7369,0,1,1,0,61000.0,False,7369,7366,2,7,84 76 184 135,-1,,5
4792009,271366,1022130610,7366,0,1,1,0,61000.0,False,7366,7366,3,7,84 76 184 135,-1,,6
4792010,271366,1022130610,7367,0,1,0,0,61000.0,False,7367,7366,2,7,84 39 184 135,-1,,7
4792011,271366,1022130610,7368,0,1,1,1,61000.0,False,7368,7366,1,7,84 118 184 135,-1,,8
4792012,271366,1022130610,7370,0,1,1,0,61000.0,False,7370,7366,0,7,84 97 184 135,-1,,9
4842112,0,1031633200,3374,0,0,2,0,21000.0,True,3374,3372,1,4,82 67 162 38,-1,,0
4842113,0,1031633200,3372,0,0,0,1,21000.0,True,3372,3372,0,4,74 67 162 38,-1,,1
4842114,0,1031633200,3373,0,0,3,1,21000.0,True,3373,3372,3,4,82 67 162 38,-1,,2
4842115,124166421,1031633200,4891,0,2,0,1,21000.0,True,4891,4891,0,5,8,-1,,3
4842116,124211049,1031633200,5155,0,3,0,1,49000.0,True,5155,5155,0,5,132,-1,,4
4842117,124271811,1031633200,5647,0,4,0,1,34000.0,True,5647,5647,0,5,1,-1,,5
4842118,124369936,1031633200,9207,0,5,3,0,40000.0,True,9207,9207,2,5,134,-1,,6
4842119,124457557,1031633200,5460,0,6,1,1,59000.0,True,5460,5460,1,5,152,-1,,7
4842120,124501324,1031633200,4346,0,7,3,1,58000.0,True,4346,4346,3,5,89,-1,,8
4842121,124548352,1031633200,4204,0,8,3,1,33000.0,True,4204,4204,3,5,109,-1,,9
4908119,0,1049837810,6874,0,0,0,0,25750.0,True,6874,6873,3,6,23 162,-1,,0
4908120,0,1049837810,6875,0,0,2,0,25750.0,True,6875,6873,1,6,170 162,-1,,1
4908121,0,1049837810,6876,0,0,3,0,25750.0,True,6876,6873,0,6,1 162,-1,,2
4908122,0,1049837810,6873,0,0,3,1,25750.0,True,6873,6873,3,6,27 162,-1,,3
4908123,366405,1049837810,51,0,2,0,1,25750.0,True,51,51,0,1,131 187 81,-1,,4
4908124,433209,1049837810,18,0,3,1,1,26000.0,True,18,18,1,1,61 110 92,-1,,5
4908125,531003,1049837810,117,0,4,2,1,22000.0,True,117,117,2,1,131 101 162 81,-1,,6
4908126,644572,1049837810,10400,0,5,2,1,25000.0,True,10400,10400,2,1,131 5 92,-1,,7
4908127,697119,1049837810,7926,0,6,3,0,4000.0,True,7926,7926,1,1,9 10 92,-1,,8
4908128,794318,1049837810,35,0,7,0,1,24000.0,True,35,35,0,1,131 5 81,-1,,9
5054035,0,1075440440,6857,0,0,3,1,30000.0,True,6857,6857,3,6,96 162,-1,,0
5054036,0,1075440440,6859,0,0,3,1,30000.0,True,6859,6857,3,6,27 162,-1,,1
5054037,0,1075440440,6860,0,0,1,1,30000.0,True,6860,6857,1,6,65 162,-1,,2
5054038,0,1075440440,6858,0,0,3,1,30000.0,True,6858,6857,3,6,64 162,-1,,3
5054039,144091,1075440440,6844,0,1,0,0,30000.0,True,6844,6841,2,6,27,-1,,4
5054040,144091,1075440440,6843,0,1,1,1,30000.0,True,6843,6841,1,6,181,-1,,5
5054041,144091,1075440440,6842,0,1,0,1,30000.0,True,6842,6841,0,6,1,-1,,6
5054042,144091,1075440440,6841,0,1,0,0,30000.0,True,6841,6841,1,6,132,-1,,7
5054043,287902,1075440440,6902,0,2,3,1,27250.0,True,6902,6900,3,6,27 162,-1,,8
5054044,287902,1075440440,6901,0,2,3,0,27250.0,True,6901,6900,2,6,7 162,-1,,9
5127124,0,1093811860,2063,0,0,3,0,34333.0,False,2063,2063,0,3,136 92 29,-1,,0
5127125,0,1093811860,2064,0,0,2,0,34333.0,False,2064,2063,1,3,157 92 29,-1,,1
5127126,0,1093811860,2065,0,0,2,1,34333.0,False,2065,2063,2,3,136 162 92 29,-1,,2
5127127,107671,1093811860,3364,0,1,1,1,34333.0,False,3364,3363,1,4,136 103 29,-1,,3
5127128,107671,1093811860,3365,0,1,0,0,34333.0,False,3365,3363,2,4,136 103 29,-1,,4
5127129,107671,1093811860,3363,0,1,1,0,34333.0,False,3363,3363,3,4,74 103 29,-1,,5
5127130,184920,1093811860,2947,0,2,0,0,34666.0,False,2947,2946,1,4,74 67 92,-1,,6
5127131,184920,1093811860,2946,0,2,2,0,34666.0,False,2946,2946,3,4,136 67 92,-1,,7
5127132,184920,1093811860,2948,0,2,3,0,34666.0,False,2948,2946,0,4,136 67 92,-1,,8
5127133,261253,1093811860,2593,0,3,3,1,6666.0,False,2593,2593,3,4,136 103 102,-1,,9
5187692,0,1108022580,8222,0,1,1,0,,,8222,8222,3,5,8,-1,,0
5187693,179030831,1108022580,7900,0,0,0,1,34000.0,True,7900,7900,0,1,131 93 81,-1,,1
5187694,179063508,1108022580,7876,0,2,2,0,18000.0,False,7876,7876,3,1,10 94 92,-1,,2
5187695,179084953,1108022580,175,0,3,0,0,29000.0,False,175,175,2,1,9 10 92,-1,,3
5187696,179128655,1108022580,1278,0,4,3,1,19000.0,False,1278,1278,3,2,143 140 81 29,-1,,4
5187697,179290565,1108022580,2063,0,5,1,0,12000.0,False,2063,2063,0,3,136 92 29,-1,,5
5187698,179290565,1108022580,2064,0,5,0,0,12000.0,False,2064,2063,1,3,157 92 29,-1,,6
5187699,179290565,1108022580,2065,0,5,0,0,12000.0,False,2065,2063,2,3,136 162 92 29,-1,,7
5187700,179336681,1108022580,3363,0,6,2,0,17666.0,False,3363,3363,3,4,74 103 29,-1,,8
5187701,179336681,1108022580,3364,0,6,0,0,17666.0,False,3364,3363,1,4,136 103 29,-1,,9
5373163,0,1147175140,3363,0,0,1,0,26666.0,False,3363,3363,3,4,74 103 29,-1,,0
5373164,0,1147175140,3365,0,0,0,0,26666.0,False,3365,3363,2,4,136 103 29,-1,,1
5373165,0,1147175140,3364,0,0,3,0,26666.0,False,3364,3363,1,4,136 103 29,-1,,2
5373166,56749,1147175140,2947,0,1,0,0,26666.0,False,2947,2946,1,4,74 67 92,-1,,3
5373167,56749,1147175140,2946,0,1,2,0,26666.0,False,2946,2946,3,4,136 67 92,-1,,4
5373168,56749,1147175140,2948,0,1,1,0,26666.0,False,2948,2946,0,4,136 67 92,-1,,5
5373169,129087,1147175140,2593,0,2,0,0,17333.0,False,2593,2593,3,4,136 103 102,-1,,6
5373170,129087,1147175140,2594,0,2,3,0,17333.0,False,2594,2593,2,4,161 103 102,-1,,7
5373171,129087,1147175140,2595,0,2,0,1,17333.0,False,2595,2593,0,4,82 103 102,-1,,8
5373172,150900,1147175140,4492,0,3,1,0,22000.0,False,4492,4492,2,5,80,-1,,9
5410692,0,1152762500,2593,0,0,3,1,23333.0,False,2593,2593,3,4,136 103 102,-1,,0
5410693,0,1152762500,2594,0,0,0,0,23333.0,False,2594,2593,2,4,161 103 102,-1,,1
5410694,0,1152762500,2595,0,0,0,1,23333.0,False,2595,2593,0,4,82 103 102,-1,,2
5410695,21774,1152762500,4492,0,1,2,1,23333.0,False,4492,4492,2,5,80,-1,,3
5410696,41214,1152762500,4120,0,2,1,0,16000.0,False,4120,4120,0,5,123,-1,,4
5410697,65587,1152762500,4696,0,3,0,1,17000.0,False,4696,4696,0,5,133,-1,,5
5410698,72993,1152762500,6116,0,4,3,1,22000.0,False,6116,6116,3,5,23,-1,,6
5410699,102882,1152762500,6173,0,5,1,0,5000.0,False,6173,6173,2,5,151,-1,,7
5410700,127816,1152762500,6370,0,6,2,1,27000.0,False,6370,6370,2,5,79,-1,,8
5410701,253205,1152762500,6908,0,7,1,0,23000.0,False,6908,6908,0,6,1,-1,,9
5417104,0,1153484920,6815,0,0,0,1,121250.0,True,6815,6813,0,6,181,-1,,0
5417105,0,1153484920,6816,0,0,0,1,121250.0,True,6816,6813,0,6,27,-1,,1
5417106,0,1153484920,6814,0,0,0,1,121250.0,True,6814,6813,0,6,73,-1,,2
5417107,0,1153484920,6813,0,0,1,1,121250.0,True,6813,6813,1,6,85,-1,,3
5417108,314794,1153484920,6759,0,1,0,1,121250.0,True,6759,6757,0,6,27 162,-1,,4
5417109,314794,1153484920,6758,0,1,2,1,121250.0,True,6758,6757,2,6,127 162,-1,,5
5417110,314794,1153484920,6760,0,1,1,1,121250.0,True,6760,6757,1,6,54 162,-1,,6
5417111,314794,1153484920,6757,0,1,1,1,121250.0,True,6757,6757,1,6,8 162,-1,,7
5417112,579325,1153484920,6868,0,2,0,1,69750.0,True,6868,6865,0,6,53 162,-1,,8
5417113,579325,1153484920,6867,0,2,1,0,69750.0,True,6867,6865,3,6,33 162,-1,,9
5491175,0,1171726440,7405,0,0,2,1,90000.0,True,7405,7401,2,7,97 0 146 11 122,-1,,0
5491176,0,1171726440,7404,0,0,0,1,90000.0,True,7404,7401,0,7,18 0 146 11 122,-1,,1
5491177,0,1171726440,7402,0,0,1,0,90000.0,True,7402,7401,0,7,97 0 146 11 122,-1,,2
5491178,0,1171726440,7401,0,0,2,0,90000.0,True,7401,7401,1,7,39 0 146 11 122,-1,,3
5491179,0,1171726440,7403,0,0,0,0,90000.0,True,7403,7401,3,7,145 0 146 11 122,-1,,4
5491180,472882,1171726440,7489,0,1,3,1,90000.0,True,7489,7489,3,7,76 16 146 121 122,-1,,5
5491181,472882,1171726440,7490,0,1,2,1,90000.0,True,7490,7489,2,7,145 16 146 121 122,-1,,6
5491182,472882,1171726440,7493,0,1,1,0,90000.0,True,7493,7489,0,7,118 16 146 121 122,-1,,7
5491183,472882,1171726440,7492,0,1,3,1,90000.0,True,7492,7489,3,7,97 16 146 121 122,-1,,8
5491184,472882,1171726440,7491,0,1,1,1,90000.0,True,7491,7489,1,7,97 16 146 121 122,-1,,9
5500895,0,1173487380,951,0,1,1,0,,,951,951,0,2,143 140 6 81 92,-1,,0
5500896,69187,1173487380,7900,0,0,3,0,6000.0,False,7900,7900,0,1,131 93 81,-1,,1
5500897,98709,1173487380,7876,0,2,3,1,45000.0,False,7876,7876,3,1,10 94 92,-1,,2
5500898,127590,1173487380,175,0,3,0,0,27000.0,False,175,175,2,1,9 10 92,-1,,3
5500899,143461,1173487380,1278,0,4,3,1,26000.0,False,1278,1278,3,2,143 140 81 29,-1,,4
5500900,179290,1173487380,2063,0,5,3,0,14000.0,False,2063,2063,0,3,136 92 29,-1,,5
5500901,179290,1173487380,2064,0,5,1,1,14000.0,False,2064,2063,1,3,157 92 29,-1,,6
5500902,179290,1173487380,2065,0,5,2,1,14000.0,False,2065,2063,2,3,136 162 92 29,-1,,7
5500903,192916,1173487380,3364,0,6,1,1,11333.0,False,3364,3363,1,4,136 103 29,-1,,8
5500904,192916,1173487380,3363,0,6,3,1,11333.0,False,3363,3363,3,4,74 103 29,-1,,9
5564754,0,1186670730,3364,0,0,1,1,35333.0,False,3364,3363,1,4,136 103 29,-1,,0
5564755,0,1186670730,3363,0,0,0,0,35333.0,False,3363,3363,3,4,74 103 29,-1,,1
5564756,0,1186670730,3365,0,0,2,1,35333.0,False,3365,3363,2,4,136 103 29,-1,,2
5564757,27719,1186670730,4544,0,1,1,0,35333.0,False,4544,4544,2,5,55,-1,,3
5564758,10294720241,1186670730,6368,0,2,2,1,25000.0,False,6368,6368,2,5,134,-1,,4
5564759,10294783289,1186670730,4724,0,3,3,0,27000.0,True,4724,4724,1,5,91,-1,,5
5564760,10294847941,1186670730,5264,0,4,3,0,32000.0,True,5264,5264,1,5,174,-1,,6
5564761,10294935177,1186670730,8595,0,5,0,0,26000.0,True,8595,8595,2,5,1,-1,,7
5564762,10295028621,1186670730,8470,0,6,2,0,58000.0,True,8470,8470,0,5,7,-1,,8
5564763,10295082353,1186670730,4490,0,7,3,0,67000.0,True,4490,4490,2,5,80,-1,,9
5670759,0,1208044960,2528,0,0,3,1,15000.0,False,2528,2527,3,3,136 81 92,-1,,0
5670760,0,1208044960,2529,0,0,2,1,15000.0,False,2529,2527,2,3,136 162 81 92,-1,,1
5670761,0,1208044960,2527,0,0,3,1,15000.0,False,2527,2527,3,3,106 81 92,-1,,2
5670762,93780,1208044960,2541,0,1,2,1,15000.0,False,2541,2539,2,3,157 162 81 92,-1,,3
5670763,93780,1208044960,2539,0,1,1,1,15000.0,False,2539,2539,1,3,106 81 92,-1,,4
5670764,93780,1208044960,2540,0,1,0,1,15000.0,False,2540,2539,0,3,74 81 92,-1,,5
5670765,177612,1208044960,2552,0,2,1,0,1000.0,False,2552,2551,3,3,82 38 81,-1,,6
5670766,177612,1208044960,2553,0,2,0,1,1000.0,False,2553,2551,0,3,136 38 81,-1,,7
5670767,177612,1208044960,2551,0,2,1,1,1000.0,False,2551,2551,1,3,74 38 81,-1,,8
5670768,513454,1208044960,2487,0,3,0,1,22333.0,False,2487,2485,0,3,82 92 29,-1,,9
5718593,0,1218604260,3223,0,0,0,0,58000.0,True,3223,3222,2,4,82 169 81,-1,,0
5718594,0,1218604260,3224,0,0,3,0,58000.0,True,3224,3222,2,4,113 169 81,-1,,1
5718595,0,1218604260,3222,0,0,3,1,58000.0,True,3222,3222,3,4,106 169 81,-1,,2
5718596,93933,1218604260,2906,0,1,1,1,58000.0,True,2906,2904,1,4,82 144 29,-1,,3
5718597,93933,1218604260,2904,0,1,2,1,58000.0,True,2904,2904,2,4,74 144 29,-1,,4
5718598,93933,1218604260,2905,0,1,0,0,58000.0,True,2905,2904,2,4,136 144 29,-1,,5
5718599,141257,1218604260,30943,1,2,-1,-1,,False,65535,-1,-1,4,,169,concept,6
5718600,247172,1218604260,3224,0,3,1,0,24000.0,True,3224,3222,2,4,113 169 81,-1,,7
5718601,247172,1218604260,3222,0,3,3,1,24000.0,True,3222,3222,3,4,106 169 81,-1,,8
5718602,247172,1218604260,3223,0,3,0,0,24000.0,True,3223,3222,2,4,82 169 81,-1,,9
6061003,0,1283426160,3363,0,0,1,0,1666.0,False,3363,3363,3,4,74 103 29,-1,,0
6061004,0,1283426160,3364,0,0,1,1,1666.0,False,3364,3363,1,4,136 103 29,-1,,1
6061005,0,1283426160,3365,0,0,1,0,1666.0,False,3365,3363,2,4,136 103 29,-1,,2
6061006,9988,1283426160,2948,0,1,0,1,1666.0,False,2948,2946,0,4,136 67 92,-1,,3
6061007,9988,1283426160,2947,0,1,0,0,1666.0,False,2947,2946,1,4,74 67 92,-1,,4
6061008,9988,1283426160,2946,0,1,0,0,1666.0,False,2946,2946,3,4,136 67 92,-1,,5
6061009,17986,1283426160,2593,0,2,0,0,1666.0,False,2593,2593,3,4,136 103 102,-1,,6
6061010,17986,1283426160,2595,0,2,1,0,1666.0,False,2595,2593,0,4,82 103 102,-1,,7
6061011,17986,1283426160,2594,0,2,3,0,1666.0,False,2594,2593,2,4,161 103 102,-1,,8
6061012,24296,1283426160,4492,0,3,3,0,1000.0,False,4492,4492,2,5,80,-1,,9
6090867,0,1289992190,2594,0,0,2,1,27666.0,False,2594,2593,2,4,161 103 102,-1,,0
6090868,0,1289992190,2595,0,0,0,1,27666.0,False,2595,2593,0,4,82 103 102,-1,,1
6090869,0,1289992190,2593,0,0,1,0,27666.0,False,2593,2593,3,4,136 103 102,-1,,2
6090870,207802,1289992190,4492,0,1,1,0,27666.0,False,4492,4492,2,5,80,-1,,3
6090871,229307,1289992190,4120,0,2,3,0,43000.0,False,4120,4120,0,5,123,-1,,4
6090872,267886,1289992190,4696,0,3,0,1,18000.0,False,4696,4696,0,5,133,-1,,5
6090873,309114,1289992190,6116,0,4,1,0,34000.0,False,6116,6116,3,5,23,-1,,6
6090874,336249,1289992190,6173,0,5,2,1,39000.0,False,6173,6173,2,5,151,-1,,7
6090875,380173,1289992190,6370,0,6,3,0,24000.0,False,6370,6370,2,5,79,-1,,8
6090876,587119,1289992190,6908,0,7,3,0,41000.0,False,6908,6908,0,6,1,-1,,9
6125647,0,1298471040,3027,0,0,0,0,31667.0,True,3027,3027,1,4,74 67 38,-1,,0
6125648,0,1298471040,3029,0,0,2,0,31667.0,True,3029,3027,3,4,113 67 38,-1,,1
6125649,0,1298471040,3028,0,0,0,0,31667.0,True,3028,3027,3,4,82 67 38,-1,,2
6125650,119979,1298471040,3367,0,1,3,0,31667.0,True,3367,3366,1,4,136 183 162 81,-1,,3
6125651,119979,1298471040,3366,0,1,0,1,31667.0,True,3366,3366,0,4,106 183 162 81,-1,,4
6125652,119979,1298471040,3368,0,1,2,1,31667.0,True,3368,3366,2,4,136 183 162 81,-1,,5
6125653,253360,1298471040,3408,0,2,0,1,21667.0,True,3408,3408,0,4,106 171 162 102,-1,,6
6125654,253360,1298471040,3409,0,2,3,1,21667.0,True,3409,3408,3,4,136 171 162 102,-1,,7
6125655,253360,1298471040,3410,0,2,1,1,21667.0,True,3410,3408,1,4,136 171 162 102,-1,,8
6125656,388884,1298471040,3015,0,3,2,1,25667.0,True,3015,3015,2,4,136 171 92,-1,,9
6189232,0,1311790150,7749,0,0,0,0,67800.0,True,7749,7749,2,7,39 160 35 0 122,-1,,0
6189233,0,1311790150,7752,0,0,2,1,67800.0,True,7752,7749,2,7,97 160 35 0 122,-1,,1
6189234,0,1311790150,7753,0,0,1,0,67800.0,True,7753,7749,0,7,18 160 35 0 122,-1,,2
6189235,0,1311790150,7750,0,0,1,1,67800.0,True,7750,7749,1,7,145 160 35 0 122,-1,,3
6189236,0,1311790150,7751,0,0,3,1,67800.0,True,7751,7749,3,7,97 160 35 0 122,-1,,4
6189237,182528,1311790150,7819,0,1,3,0,67800.0,True,7819,7816,1,7,97 37 21,-1,,5
6189238,182528,1311790150,7817,0,1,1,0,67800.0,True,7817,7816,2,7,37 153 21,-1,,6
6189239,182528,1311790150,7818,0,1,3,1,67800.0,True,7818,7816,3,7,97 37 21,-1,,7
6189240,182528,1311790150,7816,0,1,3,1,67800.0,True,7816,7816,3,7,76 37 21,-1,,8
