answered_correctly,bundle_id,bundle_id_x,bundle_id_y,content_id,content_type_id,correct_answer,correct_answer_x,correct_answer_y,lecture_id,lecture_id_x,lecture_id_y,part_x,part_y,prior_question_elapsed_time,prior_question_had_explanation,question_id,question_id_x,question_id_y,row_id,tag,tag_x,tag_y,tags,tags_x,tags_y,task_container_id,timestamp,type_of,type_of_x,type_of_y,user_answer,user_id
0,,1865.0,1865.0,1867,0,,1.0,1.0,,,,3,3,18000.0,True,,1867.0,1867.0,54996,,,,,157 81 92,157 81 92,648,2387200277,,,,0,1283420
1,,1865.0,1865.0,1865,0,,0.0,0.0,,,,3,3,18000.0,True,,1865.0,1865.0,54997,,,,,74 81 92,74 81 92,648,2387200277,,,,0,1283420
1,,2006.0,2006.0,2007,0,,3.0,3.0,,,,3,3,33000.0,True,,2007.0,2007.0,54998,,,,,136 38 81,136 38 81,649,2387345495,,,,3,1283420
1,,2006.0,2006.0,2006,0,,1.0,1.0,,,,3,3,33000.0,True,,2006.0,2006.0,54999,,,,,74 38 81,74 38 81,649,2387345495,,,,1,1283420
1,,2006.0,2006.0,2008,0,,1.0,1.0,,,,3,3,33000.0,True,,2008.0,2008.0,55000,,,,,157 38 81,157 38 81,649,2387345495,,,,1,1283420
0,,1532.0,1532.0,1534,0,,0.0,0.0,,,,3,3,29000.0,True,,1534.0,1534.0,55001,,,,,157 81 92,157 81 92,650,2387464537,,,,1,1283420
1,,1532.0,1532.0,1533,0,,2.0,2.0,,,,3,3,29000.0,True,,1533.0,1533.0,55002,,,,,74 162 81 92,74 162 81 92,650,2387464537,,,,2,1283420
1,,1532.0,1532.0,1532,0,,1.0,1.0,,,,3,3,29000.0,True,,1532.0,1532.0,55003,,,,,74 81 92,74 81 92,650,2387464537,,,,1,1283420
1,,2458.0,2458.0,2460,0,,3.0,3.0,,,,3,3,23333.0,True,,2460.0,2460.0,55004,,,,,82 38 102,82 38 102,651,2387576306,,,,3,1283420
1,,2458.0,2458.0,2459,0,,0.0,0.0,,,,3,3,23333.0,True,,2459.0,2459.0,55005,,,,,82 38 102,82 38 102,651,2387576306,,,,0,1283420
1,,2458.0,2458.0,2458,0,,1.0,1.0,,,,3,3,23333.0,True,,2458.0,2458.0,55006,,,,,74 38 102,74 38 102,651,2387576306,,,,1,1283420
1,,2521.0,2521.0,2523,0,,0.0,0.0,,,,3,3,30333.0,True,,2523.0,2523.0,55007,,,,,136 38 81,136 38 81,652,2387704822,,,,0,1283420
1,,2521.0,2521.0,2522,0,,3.0,3.0,,,,3,3,30333.0,True,,2522.0,2522.0,55008,,,,,136 38 81,136 38 81,652,2387704822,,,,3,1283420
1,,2521.0,2521.0,2521,0,,0.0,0.0,,,,3,3,30333.0,True,,2521.0,2521.0,55009,,,,,74 162 38 81,74 162 38 81,652,2387704822,,,,0,1283420
1,,1523.0,1523.0,1525,0,,0.0,0.0,,,,3,3,30333.0,True,,1525.0,1525.0,55010,,,,,113 38 102,113 38 102,653,2387822282,,,,0,1283420
1,,1523.0,1523.0,1524,0,,3.0,3.0,,,,3,3,30333.0,True,,1524.0,1524.0,55011,,,,,82 38 102,82 38 102,653,2387822282,,,,3,1283420
1,,1523.0,1523.0,1523,0,,0.0,0.0,,,,3,3,30333.0,True,,1523.0,1523.0,55012,,,,,74 38 102,74 38 102,653,2387822282,,,,0,1283420
1,,2117.0,2117.0,2117,0,,1.0,1.0,,,,3,3,24333.0,True,,2117.0,2117.0,55013,,,,,106 81 92,106 81 92,654,2387945815,,,,1,1283420
1,,2117.0,2117.0,2118,0,,0.0,0.0,,,,3,3,24333.0,True,,2118.0,2118.0,55014,,,,,74 81 92,74 81 92,654,2387945815,,,,0,1283420
0,,2117.0,2117.0,2119,0,,3.0,3.0,,,,3,3,24333.0,True,,2119.0,2119.0,55015,,,,,157 81 92,157 81 92,654,2387945815,,,,0,1283420
-1,,,,5266,1,,,,,5266.0,5266.0,3,3,,False,,,,55016,,157.0,157.0,,,,656,2388115468,,concept,concept,-1,1283420
1,,1622.0,1622.0,1622,0,,3.0,3.0,,,,3,3,24000.0,True,,1622.0,1622.0,55017,,,,,106 38 81,106 38 81,657,2388190300,,,,3,1283420
1,,1622.0,1622.0,1623,0,,3.0,3.0,,,,3,3,24000.0,True,,1623.0,1623.0,55018,,,,,161 38 81,161 38 81,657,2388190300,,,,3,1283420
1,,1622.0,1622.0,1624,0,,2.0,2.0,,,,3,3,24000.0,True,,1624.0,1624.0,55019,,,,,157 38 81,157 38 81,657,2388190300,,,,2,1283420
1,,1742.0,1742.0,1742,0,,0.0,0.0,,,,3,3,23000.0,True,,1742.0,1742.0,55020,,,,,136 81 92,136 81 92,655,2388292525,,,,0,1283420
1,,1742.0,1742.0,1744,0,,3.0,3.0,,,,3,3,23000.0,True,,1744.0,1744.0,55021,,,,,82 81 92,82 81 92,655,2388292525,,,,3,1283420
1,,1742.0,1742.0,1743,0,,2.0,2.0,,,,3,3,23000.0,True,,1743.0,1743.0,55022,,,,,113 81 92,113 81 92,655,2388292525,,,,2,1283420
1,,1913.0,1913.0,1914,0,,1.0,1.0,,,,3,3,25333.0,True,,1914.0,1914.0,55023,,,,,74 38 29,74 38 29,658,2388539014,,,,1,1283420
1,,1913.0,1913.0,1913,0,,3.0,3.0,,,,3,3,25333.0,True,,1913.0,1913.0,55024,,,,,106 38 29,106 38 29,658,2388539014,,,,3,1283420
1,,1913.0,1913.0,1915,0,,0.0,0.0,,,,3,3,25333.0,True,,1915.0,1915.0,55025,,,,,157 38 29,157 38 29,658,2388539014,,,,0,1283420
0,,1727.0,1727.0,1729,0,,3.0,3.0,,,,3,3,30000.0,True,,1729.0,1729.0,55026,,,,,82 81 92,82 81 92,659,2388786963,,,,0,1283420
1,,1727.0,1727.0,1728,0,,0.0,0.0,,,,3,3,30000.0,True,,1728.0,1728.0,55027,,,,,113 81 92,113 81 92,659,2388786963,,,,0,1283420
1,,1727.0,1727.0,1727,0,,1.0,1.0,,,,3,3,30000.0,True,,1727.0,1727.0,55028,,,,,136 81 92,136 81 92,659,2388786963,,,,1,1283420
1,,10722.0,10722.0,10722,0,,3.0,3.0,,,,4,4,30666.0,True,,10722.0,10722.0,55029,,,,,136 38 3,136 38 3,660,2389050957,,,,3,1283420
1,,10722.0,10722.0,10724,0,,1.0,1.0,,,,4,4,30666.0,True,,10724.0,10724.0,55030,,,,,136 38 3,136 38 3,660,2389050957,,,,1,1283420
1,,10722.0,10722.0,10723,0,,2.0,2.0,,,,4,4,30666.0,True,,10723.0,10723.0,55031,,,,,82 38 3,82 38 3,660,2389050957,,,,2,1283420
1,,3075.0,3075.0,3076,0,,2.0,2.0,,,,4,4,29333.0,True,,3076.0,3076.0,55032,,,,,113 183 92,113 183 92,661,2389273919,,,,2,1283420
0,,3075.0,3075.0,3077,0,,3.0,3.0,,,,4,4,29333.0,True,,3077.0,3077.0,55033,,,,,157 183 92,157 183 92,661,2389273919,,,,2,1283420
1,,3075.0,3075.0,3075,0,,0.0,0.0,,,,4,4,29333.0,True,,3075.0,3075.0,55034,,,,,74 183 92,74 183 92,661,2389273919,,,,0,1283420
1,,3456.0,3456.0,3456,0,,2.0,2.0,,,,4,4,26000.0,True,,3456.0,3456.0,55035,,,,,74 126 162 38,74 126 162 38,662,2389480175,,,,2,1283420
0,,3456.0,3456.0,3457,0,,0.0,0.0,,,,4,4,26000.0,True,,3457.0,3457.0,55036,,,,,136 126 162 38,136 126 162 38,662,2389480175,,,,1,1283420
1,,3456.0,3456.0,3458,0,,0.0,0.0,,,,4,4,26000.0,True,,3458.0,3458.0,55037,,,,,82 126 162 38,82 126 162 38,662,2389480175,,,,0,1283420
0,,2587.0,2587.0,2588,0,,3.0,3.0,,,,4,4,34666.0,True,,2588.0,2588.0,55038,,,,,161 12 162 102,161 12 162 102,663,2389644399,,,,1,1283420
0,,2587.0,2587.0,2587,0,,2.0,2.0,,,,4,4,34666.0,True,,2587.0,2587.0,55039,,,,,74 12 162 102,74 12 162 102,663,2389644399,,,,3,1283420
1,,2587.0,2587.0,2589,0,,1.0,1.0,,,,4,4,34666.0,True,,2589.0,2589.0,55040,,,,,136 12 162 102,136 12 162 102,663,2389644399,,,,1,1283420
1,,3090.0,3090.0,3092,0,,3.0,3.0,,,,4,4,31333.0,True,,3092.0,3092.0,55041,,,,,82 12 29,82 12 29,664,2389807051,,,,3,1283420
1,,3090.0,3090.0,3091,0,,3.0,3.0,,,,4,4,31333.0,True,,3091.0,3091.0,55042,,,,,136 12 29,136 12 29,664,2389807051,,,,3,1283420
1,,3090.0,3090.0,3090,0,,0.0,0.0,,,,4,4,31333.0,True,,3090.0,3090.0,55043,,,,,74 12 29,74 12 29,664,2389807051,,,,0,1283420
1,,3354.0,3354.0,3356,0,,2.0,2.0,,,,4,4,31666.0,True,,3356.0,3356.0,55044,,,,,82 158 162 29,82 158 162 29,665,2389948512,,,,2,1283420
1,,3354.0,3354.0,3355,0,,2.0,2.0,,,,4,4,31666.0,True,,3355.0,3355.0,55045,,,,,136 158 162 29,136 158 162 29,665,2389948512,,,,2,1283420
1,,3354.0,3354.0,3354,0,,1.0,1.0,,,,4,4,31666.0,True,,3354.0,3354.0,55046,,,,,106 158 162 29,106 158 162 29,665,2389948512,,,,1,1283420
1,,3201.0,3201.0,3201,0,,3.0,3.0,,,,4,4,24000.0,True,,3201.0,3201.0,55047,,,,,106 67 38,106 67 38,666,2390093910,,,,3,1283420
0,,3201.0,3201.0,3203,0,,0.0,0.0,,,,4,4,24000.0,True,,3203.0,3203.0,55048,,,,,82 67 38,82 67 38,666,2390093910,,,,1,1283420
1,,3201.0,3201.0,3202,0,,1.0,1.0,,,,4,4,24000.0,True,,3202.0,3202.0,55049,,,,,161 67 38,161 67 38,666,2390093910,,,,1,1283420
0,,9950.0,9950.0,9950,0,,3.0,3.0,,,,5,5,29333.0,True,,9950.0,9950.0,55050,,,,,73,73,667,2403015440,,,,2,1283420
0,,5628.0,5628.0,5628,0,,1.0,1.0,,,,5,5,15000.0,True,,5628.0,5628.0,55051,,,,,108,108,668,2403118064,,,,0,1283420
0,,6102.0,6102.0,6102,0,,2.0,2.0,,,,5,5,49000.0,True,,6102.0,6102.0,55052,,,,,133,133,669,2403243072,,,,0,1283420
1,,6440.0,6440.0,6440,0,,0.0,0.0,,,,5,5,26000.0,True,,6440.0,6440.0,55053,,,,,28,28,670,2403362415,,,,0,1283420
1,,8004.0,8004.0,8004,0,,0.0,0.0,,,,5,5,42000.0,True,,8004.0,8004.0,55054,,,,,1,1,671,2403450180,,,,0,1283420
0,,5592.0,5592.0,5592,0,,0.0,0.0,,,,5,5,36000.0,True,,5592.0,5592.0,55055,,,,,7,7,672,2403541573,,,,3,1283420
1,,5181.0,5181.0,5181,0,,3.0,3.0,,,,5,5,40000.0,True,,5181.0,5181.0,55056,,,,,108,108,673,2403617552,,,,3,1283420
1,,4779.0,4779.0,4779,0,,0.0,0.0,,,,5,5,25000.0,True,,4779.0,4779.0,55057,,,,,72,72,674,2403699578,,,,0,1283420
0,,8418.0,8418.0,8418,0,,0.0,0.0,,,,5,5,41000.0,True,,8418.0,8418.0,55058,,,,,73,73,675,2403842918,,,,1,1283420
0,,5389.0,5389.0,5389,0,,0.0,0.0,,,,5,5,65000.0,True,,5389.0,5389.0,55059,,,,,133,133,676,2403981590,,,,1,1283420
-1,,,,12811,1,,,,,12811.0,12811.0,5,5,,False,,,,55060,,133.0,133.0,,,,678,2404385784,,concept,concept,-1,1283420
1,,5389.0,5389.0,5389,0,,0.0,0.0,,,,5,5,40000.0,True,,5389.0,5389.0,55061,,,,,133,133,679,2404395083,,,,0,1283420
1,,6102.0,6102.0,6102,0,,2.0,2.0,,,,5,5,5000.0,True,,6102.0,6102.0,55062,,,,,133,133,680,2404406999,,,,2,1283420
0,,4439.0,4439.0,4439,0,,1.0,1.0,,,,5,5,6000.0,True,,4439.0,4439.0,55063,,,,,8,8,677,2404471246,,,,0,1283420
0,,4454.0,4454.0,4454,0,,2.0,2.0,,,,5,5,28000.0,True,,4454.0,4454.0,55064,,,,,175,175,681,2404565886,,,,1,1283420
0,,9200.0,9200.0,9200,0,,2.0,2.0,,,,5,5,49000.0,True,,9200.0,9200.0,55065,,,,,96,96,682,2404639631,,,,3,1283420
0,,9693.0,9693.0,9693,0,,3.0,3.0,,,,5,5,27000.0,True,,9693.0,9693.0,55066,,,,,55,55,683,2404736310,,,,0,1283420
0,,5352.0,5352.0,5352,0,,0.0,0.0,,,,5,5,32000.0,True,,5352.0,5352.0,55067,,,,,55,55,684,2404872313,,,,3,1283420
-1,,,,16034,1,,,,,16034.0,16034.0,5,5,,False,,,,55068,,55.0,55.0,,,,685,2405203773,,concept,concept,-1,1283420
1,,5352.0,5352.0,5352,0,,0.0,0.0,,,,5,5,76000.0,True,,5352.0,5352.0,55069,,,,,55,55,686,2405242575,,,,0,1283420
1,,9693.0,9693.0,9693,0,,3.0,3.0,,,,5,5,20000.0,True,,9693.0,9693.0,55070,,,,,55,55,687,2405291677,,,,3,1283420
0,,6892.0,6892.0,6895,0,,1.0,1.0,,,,6,6,20000.0,True,,6895.0,6895.0,55071,,,,,27 162,27 162,688,2405532962,,,,3,1283420
1,,6892.0,6892.0,6892,0,,0.0,0.0,,,,6,6,20000.0,True,,6892.0,6892.0,55072,,,,,79 162,79 162,688,2405532962,,,,0,1283420
0,,6892.0,6892.0,6893,0,,2.0,2.0,,,,6,6,20000.0,True,,6893.0,6893.0,55073,,,,,52 162,52 162,688,2405532962,,,,0,1283420
1,,6892.0,6892.0,6894,0,,0.0,0.0,,,,6,6,20000.0,True,,6894.0,6894.0,55074,,,,,8 162,8 162,688,2405532962,,,,0,1283420
-1,,,,24908,1,,,,,24908.0,24908.0,6,6,,False,,,,55075,,27.0,27.0,,,,690,2406007175,,solving question,solving question,-1,1283420
1,,6869.0,6869.0,6872,0,,0.0,0.0,,,,6,6,45250.0,True,,6872.0,6872.0,55076,,,,,26 162,26 162,691,2406138567,,,,0,1283420
1,,6869.0,6869.0,6869,0,,1.0,1.0,,,,6,6,45250.0,True,,6869.0,6869.0,55077,,,,,8 162,8 162,691,2406138567,,,,1,1283420
1,,6869.0,6869.0,6870,0,,2.0,2.0,,,,6,6,45250.0,True,,6870.0,6870.0,55078,,,,,27 162,27 162,691,2406138567,,,,2,1283420
1,,6869.0,6869.0,6871,0,,1.0,1.0,,,,6,6,45250.0,True,,6871.0,6871.0,55079,,,,,55 162,55 162,691,2406138567,,,,1,1283420
0,,6801.0,6801.0,6802,0,,0.0,0.0,,,,6,6,27250.0,True,,6802.0,6802.0,55080,,,,,179 162,179 162,689,2406385864,,,,2,1283420
1,,6801.0,6801.0,6803,0,,0.0,0.0,,,,6,6,27250.0,True,,6803.0,6803.0,55081,,,,,1 162,1 162,689,2406385864,,,,0,1283420
0,,6801.0,6801.0,6804,0,,1.0,1.0,,,,6,6,27250.0,True,,6804.0,6804.0,55082,,,,,27 162,27 162,689,2406385864,,,,0,1283420
1,,6801.0,6801.0,6801,0,,2.0,2.0,,,,6,6,27250.0,True,,6801.0,6801.0,55083,,,,,147 162,147 162,689,2406385864,,,,2,1283420
1,,6155.0,6155.0,6155,0,,3.0,3.0,,,,5,5,51750.0,True,,6155.0,6155.0,55084,,,,,44,44,692,2743681126,,,,3,1283420
1,,8407.0,8407.0,8407,0,,1.0,1.0,,,,5,5,13000.0,True,,8407.0,8407.0,55085,,,,,53,53,693,2743764060,,,,1,1283420
0,,3636.0,3636.0,3636,0,,1.0,1.0,,,,5,5,43000.0,True,,3636.0,3636.0,55086,,,,,132,132,694,2743922733,,,,2,1283420
1,,3967.0,3967.0,3967,0,,1.0,1.0,,,,5,5,60000.0,True,,3967.0,3967.0,55087,,,,,91,91,695,2744108862,,,,1,1283420
0,,5095.0,5095.0,5095,0,,2.0,2.0,,,,5,5,71000.0,True,,5095.0,5095.0,55088,,,,,8,8,696,2744861092,,,,3,1283420
-1,,,,27115,1,,,,,27115.0,27115.0,5,5,,False,,,,55089,,8.0,8.0,,,,698,2745487342,,concept,concept,-1,1283420
1,,4439.0,4439.0,4439,0,,1.0,1.0,,,,5,5,108000.0,True,,4439.0,4439.0,55090,,,,,8,8,699,2745517059,,,,1,1283420
1,,5095.0,5095.0,5095,0,,2.0,2.0,,,,5,5,21000.0,True,,5095.0,5095.0,55091,,,,,8,8,700,2745540603,,,,2,1283420
1,,9076.0,9076.0,9076,0,,0.0,0.0,,,,5,5,9000.0,True,,9076.0,9076.0,55092,,,,,147,147,697,2745650933,,,,0,1283420
1,,6136.0,6136.0,6136,0,,3.0,3.0,,,,5,5,93000.0,True,,6136.0,6136.0,55093,,,,,48,48,701,2745763442,,,,3,1283420
0,,6435.0,6435.0,6435,0,,2.0,2.0,,,,5,5,65000.0,True,,6435.0,6435.0,55094,,,,,28,28,702,2745972152,,,,3,1283420
0,,4433.0,4433.0,4433,0,,1.0,1.0,,,,5,5,93000.0,True,,4433.0,4433.0,55095,,,,,28,28,703,2746195556,,,,0,1283420
-1,,,,14443,1,,,,,14443.0,14443.0,5,5,,False,,,,55096,,28.0,28.0,,,,705,2746672270,,concept,concept,-1,1283420
1,,4433.0,4433.0,4433,0,,1.0,1.0,,,,5,5,79000.0,True,,4433.0,4433.0,55097,,,,,28,28,706,2746696147,,,,1,1283420
1,,6435.0,6435.0,6435,0,,2.0,2.0,,,,5,5,10000.0,True,,6435.0,6435.0,55098,,,,,28,28,707,2747049208,,,,2,1283420
1,,8535.0,8535.0,8535,0,,0.0,0.0,,,,5,5,9000.0,True,,8535.0,8535.0,55099,,,,,24,24,704,2747403448,,,,0,1283420
1,,4519.0,4519.0,4519,0,,0.0,0.0,,,,5,5,16000.0,True,,4519.0,4519.0,55100,,,,,75,75,708,2747760854,,,,0,1283420
1,,5585.0,5585.0,5585,0,,3.0,3.0,,,,5,5,34000.0,True,,5585.0,5585.0,55101,,,,,167,167,709,2748176660,,,,3,1283420
1,,6067.0,6067.0,6067,0,,3.0,3.0,,,,5,5,54000.0,True,,6067.0,6067.0,55102,,,,,7,7,710,2748247952,,,,3,1283420
1,,8935.0,8935.0,8935,0,,1.0,1.0,,,,5,5,23000.0,True,,8935.0,8935.0,55103,,,,,53,53,711,2748271224,,,,1,1283420
0,,4478.0,4478.0,4478,0,,0.0,0.0,,,,5,5,13000.0,True,,4478.0,4478.0,55104,,,,,159,159,712,2748320975,,,,3,1283420
-1,,,,89,1,,,,,89.0,89.0,5,5,,False,,,,55105,,159.0,159.0,,,,714,2748714127,,concept,concept,-1,1283420
1,,4478.0,4478.0,4478,0,,0.0,0.0,,,,5,5,23000.0,True,,4478.0,4478.0,55106,,,,,159,159,715,2748727963,,,,0,1283420
0,,6184.0,6184.0,6184,0,,3.0,3.0,,,,5,5,9000.0,True,,6184.0,6184.0,55107,,,,,159,159,716,2748809628,,,,0,1283420
0,,8454.0,8454.0,8454,0,,1.0,1.0,,,,5,5,56000.0,True,,8454.0,8454.0,55108,,,,,48,48,713,2748873125,,,,3,1283420
1,,5222.0,5222.0,5222,0,,2.0,2.0,,,,5,5,24000.0,True,,5222.0,5222.0,55109,,,,,175,175,717,2748918638,,,,2,1283420
1,,9598.0,9598.0,9598,0,,3.0,3.0,,,,5,5,19000.0,True,,9598.0,9598.0,55110,,,,,73,73,718,2748996683,,,,3,1283420
0,,4064.0,4064.0,4064,0,,0.0,0.0,,,,5,5,57000.0,True,,4064.0,4064.0,55111,,,,,73,73,719,3262444279,,,,1,1283420
1,,5197.0,5197.0,5197,0,,0.0,0.0,,,,5,5,24000.0,True,,5197.0,5197.0,55112,,,,,33,33,720,3262519484,,,,0,1283420
1,,3903.0,3903.0,3903,0,,2.0,2.0,,,,5,5,25000.0,True,,3903.0,3903.0,55113,,,,,89,89,721,3262576904,,,,2,1283420
0,,9517.0,9517.0,9517,0,,0.0,0.0,,,,5,5,21000.0,True,,9517.0,9517.0,55114,,,,,73,73,722,3262708033,,,,3,1283420
0,,6264.0,6264.0,6264,0,,3.0,3.0,,,,5,5,20000.0,True,,6264.0,6264.0,55115,,,,,26,26,723,3262868499,,,,2,1283420
0,,4254.0,4254.0,4254,0,,1.0,1.0,,,,5,5,25000.0,True,,4254.0,4254.0,55116,,,,,96,96,724,3262998686,,,,3,1283420
1,,4419.0,4419.0,4419,0,,1.0,1.0,,,,5,5,32000.0,True,,4419.0,4419.0,55117,,,,,44,44,725,3263137506,,,,1,1283420
1,,9568.0,9568.0,9568,0,,0.0,0.0,,,,5,5,36000.0,True,,9568.0,9568.0,55118,,,,,60,60,726,3263268820,,,,0,1283420
1,,5544.0,5544.0,5544,0,,2.0,2.0,,,,5,5,30000.0,True,,5544.0,5544.0,55119,,,,,14,14,727,3263370304,,,,2,1283420
1,,4257.0,4257.0,4257,0,,3.0,3.0,,,,5,5,38000.0,True,,4257.0,4257.0,55120,,,,,151,151,728,3265144684,,,,3,1283420
0,,4248.0,4248.0,4248,0,,3.0,3.0,,,,5,5,62000.0,True,,4248.0,4248.0,55121,,,,,28,28,729,3266875568,,,,2,1283420
1,,9095.0,9095.0,9095,0,,3.0,3.0,,,,5,5,20000.0,True,,9095.0,9095.0,55122,,,,,147,147,730,3266950768,,,,3,1283420
1,,3986.0,3986.0,3986,0,,3.0,3.0,,,,5,5,42000.0,True,,3986.0,3986.0,55123,,,,,52,52,731,3267020868,,,,3,1283420
0,,6453.0,6453.0,6453,0,,3.0,3.0,,,,5,5,45000.0,True,,6453.0,6453.0,55124,,,,,49,49,732,3267106413,,,,0,1283420
1,,5954.0,5954.0,5954,0,,0.0,0.0,,,,5,5,18000.0,True,,5954.0,5954.0,55125,,,,,133,133,733,3267195249,,,,0,1283420
1,,58.0,58.0,58,0,,0.0,0.0,,,,1,1,24000.0,True,,58.0,58.0,55126,,,,,10 164 92,10 164 92,735,3289245607,,,,0,1283420
1,,7981.0,7981.0,7981,0,,1.0,1.0,,,,1,1,24000.0,True,,7981.0,7981.0,55127,,,,,10 178 162 92,10 178 162 92,736,3289311059,,,,1,1283420
1,,7963.0,7963.0,7963,0,,2.0,2.0,,,,1,1,23000.0,True,,7963.0,7963.0,55128,,,,,131 93 38,131 93 38,737,3289387661,,,,2,1283420
1,,10424.0,10424.0,10424,0,,3.0,3.0,,,,1,1,31000.0,True,,10424.0,10424.0,55129,,,,,131 5 38,131 5 38,738,3289463007,,,,3,1283420
1,,130.0,130.0,130,0,,3.0,3.0,,,,1,1,21000.0,True,,130.0,130.0,55130,,,,,131 99 38,131 99 38,739,3289546048,,,,3,1283420
1,,110.0,110.0,110,0,,1.0,1.0,,,,1,1,29000.0,True,,110.0,110.0,55131,,,,,131 13 38,131 13 38,740,3289647804,,,,1,1283420
1,,1141.0,1141.0,1141,0,,0.0,0.0,,,,2,2,23000.0,True,,1141.0,1141.0,55132,,,,,143 71 81 92,143 71 81 92,741,3289740393,,,,0,1283420
0,,587.0,587.0,587,0,,1.0,1.0,,,,2,2,15000.0,True,,587.0,587.0,55133,,,,,143 30 81 92,143 30 81 92,742,3289822426,,,,3,1283420
-1,,,,29544,1,,,,,29544.0,29544.0,2,2,,False,,,,55134,,30.0,30.0,,,,744,3290061092,,concept,concept,-1,1283420
1,,587.0,587.0,587,0,,1.0,1.0,,,,2,2,19000.0,True,,587.0,587.0,55135,,,,,143 30 81 92,143 30 81 92,745,3290085778,,,,1,1283420
1,,763.0,763.0,763,0,,0.0,0.0,,,,2,2,18000.0,True,,763.0,763.0,55136,,,,,129 143 30 38 92,129 143 30 38 92,746,3290121188,,,,0,1283420
1,,1131.0,1131.0,1131,0,,0.0,0.0,,,,2,2,16000.0,True,,1131.0,1131.0,55137,,,,,143 20 38 29,143 20 38 29,743,3290172752,,,,0,1283420
1,,1369.0,1369.0,1369,0,,1.0,1.0,,,,2,2,17000.0,True,,1369.0,1369.0,55138,,,,,90 100 38 81,90 100 38 81,747,3290231543,,,,1,1283420
1,,756.0,756.0,756,0,,3.0,3.0,,,,2,2,16000.0,True,,756.0,756.0,55139,,,,,143 114 38 81,143 114 38 81,748,3290277904,,,,3,1283420
0,,1334.0,1334.0,1334,0,,0.0,0.0,,,,2,2,16000.0,True,,1334.0,1334.0,55140,,,,,143 20 92 102,143 20 92 102,749,3290343039,,,,1,1283420
0,,1083.0,1083.0,1083,0,,1.0,1.0,,,,2,2,19000.0,True,,1083.0,1083.0,55141,,,,,155 119 81 92,155 119 81 92,750,3290416924,,,,0,1283420
-1,,,,13942,1,,,,,13942.0,13942.0,2,2,,False,,,,55142,,119.0,119.0,,,,752,3290582493,,solving question,solving question,-1,1283420
0,,1223.0,1223.0,1223,0,,3.0,3.0,,,,2,2,16000.0,True,,1223.0,1223.0,55143,,,,,62 155 119 29 102,62 155 119 29 102,753,3290611034,,,,0,1283420
1,,1083.0,1083.0,1083,0,,1.0,1.0,,,,2,2,16000.0,True,,1083.0,1083.0,55144,,,,,155 119 81 92,155 119 81 92,754,3290631761,,,,1,1283420
1,,575.0,575.0,575,0,,3.0,3.0,,,,2,2,7000.0,True,,575.0,575.0,55145,,,,,143 140 92 29,143 140 92 29,751,3290667403,,,,3,1283420
0,,920.0,920.0,920,0,,0.0,0.0,,,,2,2,17000.0,True,,920.0,920.0,55146,,,,,138 41 38 29,138 41 38 29,755,3290716923,,,,1,1283420
0,,651.0,651.0,651,0,,3.0,3.0,,,,2,2,18000.0,True,,651.0,651.0,55147,,,,,90 100 81 92,90 100 81 92,756,3290766580,,,,1,1283420
1,,738.0,738.0,738,0,,1.0,1.0,,,,2,2,23000.0,True,,738.0,738.0,55148,,,,,143 30 62 38 81,143 30 62 38 81,757,3290805692,,,,1,1283420
1,,691.0,691.0,691,0,,3.0,3.0,,,,2,2,17000.0,True,,691.0,691.0,55149,,,,,137 88 162 38 29,137 88 162 38 29,758,3290857045,,,,3,1283420
1,,1002.0,1002.0,1002,0,,3.0,3.0,,,,2,2,21000.0,True,,1002.0,1002.0,55150,,,,,137 88 38 81,137 88 38 81,759,3290922170,,,,3,1283420
0,,724.0,724.0,724,0,,1.0,1.0,,,,2,2,18000.0,True,,724.0,724.0,55151,,,,,90 100 92 102,90 100 92 102,760,3290993870,,,,3,1283420
1,,651.0,651.0,651,0,,3.0,3.0,,,,2,2,21000.0,True,,651.0,651.0,55152,,,,,90 100 81 92,90 100 81 92,762,3291041926,,,,3,1283420
1,,724.0,724.0,724,0,,1.0,1.0,,,,2,2,17000.0,True,,724.0,724.0,55153,,,,,90 100 92 102,90 100 92 102,763,3291062675,,,,1,1283420
0,,1229.0,1229.0,1229,0,,0.0,0.0,,,,2,2,15000.0,True,,1229.0,1229.0,55154,,,,,90 100 38 102,90 100 38 102,764,3291103660,,,,3,1283420
0,,255.0,255.0,255,0,,3.0,3.0,,,,2,2,19000.0,True,,255.0,255.0,55155,,,,,155 119 92 29,155 119 92 29,761,3291163567,,,,0,1283420
1,,1592.0,1592.0,1593,0,,1.0,1.0,,,,3,3,23000.0,True,,1593.0,1593.0,55156,,,,,113 38 81,113 38 81,765,3291342563,,,,1,1283420
1,,1592.0,1592.0,1594,0,,0.0,0.0,,,,3,3,23000.0,True,,1594.0,1594.0,55157,,,,,82 38 81,82 38 81,765,3291342563,,,,0,1283420
1,,1592.0,1592.0,1592,0,,3.0,3.0,,,,3,3,23000.0,True,,1592.0,1592.0,55158,,,,,74 38 81,74 38 81,765,3291342563,,,,3,1283420
1,,2224.0,2224.0,2224,0,,3.0,3.0,,,,3,3,23666.0,True,,2224.0,2224.0,55159,,,,,136 162 81 29,136 162 81 29,766,3291521353,,,,3,1283420
0,,2224.0,2224.0,2225,0,,3.0,3.0,,,,3,3,23666.0,True,,2225.0,2225.0,55160,,,,,106 81 29,106 81 29,766,3291521353,,,,2,1283420
